Gene	SRR4289769	SRR4289770	SRR4289771	SRR4289772	SRR4289773	SRR4289774	SRR4289775	SRR4289776	SRR4289777	SRR4289778	SRR4289779	SRR4289780
EBG00001435404	192.33424	124.03448	237.13351	93.68252	129.6634	227.9372	304.54752	415.43292	340.62366	252.40407	332.4602	446.801
EBG00001435405	6.87088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435406	21421.023	7985.663	32433.268	14548.771	9486.313	27602.473	45081.938	21565.496	68725.24	25635.062	32296.928	24895.715
EBG00001435407	20.485079	13.75217	59.76663	17.22923	22.118345	46.481976	42.499386	37.32131	29.851038	33.563297	44.92017	58.119633
EBG00001435408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435411	4.107264	16.187191	13.143941	12.442033	6.198923	11.172013	7.2611613	7.398505	6.324814	4.635752	6.604894	3.7821882
EBG00001435412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435413	11350.337	9280.74	19131.225	11136.974	9402.778	17044.02	906.2554	891.83624	610.9183	501.62662	950.89	591.10077
EBG00001435414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435415	0.0	0.0	0.0	0.0	0.0	57.80031	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435416	71.502075	72.40779	148.26901	32.660896	56.85531	111.93346	118.33424	126.42942	165.3435	97.80546	141.05194	113.835045
EBG00001435417	1758.3977	1366.134	35.860676	728.1391	1163.8547	159.3132	1196.4116	945.5136	327.65552	559.1936	296.0926	564.041
EBG00001435418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435421	6.0567417	5.4340954	21.867176	0.0	7.1614466	4.3310995	0.0	2.946746	4.870071	6.0159755	4.012906	5.0342097
EBG00001435422	79.503235	15.360015	121.101814	50.310978	39.130405	137.63686	168.0557	40.423435	375.59885	147.7675	129.67616	121.052444
EBG00001435423	79.78521	111.28717	212.49298	70.33096	67.31943	136.5355	126.71154	124.41683	171.76517	89.661385	132.68091	146.75995
EBG00001435424	3.6175234	3.0269969	7.4219456	2.2806363	1.027041	1.8734148	6.344298	4.1275554	2.897284	3.9702466	5.183814	4.8708467
EBG00001435425	20.756342	12.664211	28.38507	13.119618	11.859409	22.338036	10.086335	6.240877	8.850689	7.2588053	6.4297967	9.386429
EBG00001435426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435427	760.9082	536.82294	1070.8295	563.18646	728.5627	910.7649	279.10202	174.95921	226.9567	248.98344	295.2065	240.92578
EBG00001435428	13.516496	8.120038	11.277502	12.618161	7.23208	8.480546	7.293785	4.561266	8.74359	7.3221116	3.6809433	4.4544
EBG00001435430	39.85068	35.249744	92.90736	28.62731	40.573948	63.108612	32.2573	28.498503	34.001823	30.20684	24.557846	29.962248
EBG00001435431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435432	0.0	0.0	0.0	0.0	0.0	7.921429	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435433	9864.635	3104.1946	15560.416	6904.324	4819.9023	13653.262	8355.253	6409.4043	18694.805	6301.565	7754.0483	6862.8726
EBG00001435435	35.502117	28.81992	59.629997	23.375744	24.2147	61.947697	52.698364	46.67177	61.881397	34.770782	37.74112	34.0492
EBG00001435436	100.38796	92.41512	194.22363	118.21543	126.629684	145.18962	36.48854	43.431923	29.744198	23.19123	38.056973	33.87165
EBG00001435437	8.390917	4.5994625	5.678182	6.3532	10.403791	5.693234	4.590494	1.7543328	3.2284026	3.351507	3.706684	1.7942197
EBG00001435438	293.26007	250.50035	403.00537	166.53085	202.4838	324.40137	408.843	315.0615	420.85977	333.39114	391.87888	393.1734
EBG00001435439	222.4968	179.6985	365.26938	192.48094	203.75426	242.5515	1131.8962	1094.0929	1179.5709	1253.2021	1200.613	1132.049
EBG00001435440	92.32036	66.83416	125.01348	58.940956	69.575356	104.34964	72.46463	69.610466	42.74389	58.108303	80.485954	67.10465
EBG00001435441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435442	299.07443	209.04012	92.07908	251.98277	337.45032	307.34357	25.32114	9.610963	18.637163	83.880775	21.027819	73.861206
EBG00001435443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435444	375.4624	285.26733	614.0458	246.74219	291.0904	363.92563	438.2001	383.43286	388.03006	404.65286	427.25714	437.49063
EBG00001435445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.10907	0.0	0.0
EBG00001435446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435449	17.185074	13.829196	70.063995	41.54476	31.991282	24.771206	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435452	161.83524	93.91988	251.79553	117.069885	133.0077	154.56555	157.59491	142.01279	110.95642	154.405	184.69322	163.07683
EBG00001435453	58.474457	40.774204	79.367645	42.62482	49.803955	47.915417	29.244694	40.29118	20.415977	31.39922	28.64958	36.980865
EBG00001435454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435455	0.0	6.942854	69.798935	23.214817	6.531601	0.0	42.461723	5.3715405	62.097027	4.2968545	30.485771	5.895447
EBG00001435456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435457	34015.848	24786.883	40532.844	17060.785	21369.826	38086.88	3292.0012	5203.3965	1192.5024	4221.4365	4562.274	7046.0815
EBG00001435459	27.87641	23.181858	23.075981	10.251755	15.860684	23.756227	90.67434	100.02621	114.42311	73.11306	86.241104	103.86043
EBG00001435461	8287.476	6195.423	26657.39	7415.153	6291.644	11276.139	11855.809	14577.892	6600.716	7195.255	13929.543	15142.308
EBG00001435462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435463	368.55692	210.25305	525.35406	277.79495	318.24805	395.63165	212.62927	193.29417	179.67517	304.3313	226.052	232.69867
EBG00001435465	387.68878	317.49246	747.2553	230.10056	212.88039	198.83568	169.08032	129.46457	136.31555	126.91104	130.36888	136.1151
EBG00001435467	0.0	0.0	10.721887	5.823643	0.0	0.0	0.0	5.1140094	0.0	0.0	7.3522124	0.0
EBG00001435468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435469	178.40828	149.85191	391.1203	137.88155	154.86871	215.04858	154.41327	145.64008	264.1344	187.33284	117.67564	174.46675
EBG00001435470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435478	978.631	1052.7285	1159.4847	635.32806	511.0129	704.13684	391151.28	846464.7	3967.9084	1666.125	777180.75	779954.5
EBG00001435481	2.0805798	1.015551	6.7910357	2.2954454	1.03371	1.8855798	1.824427	0.75533795	1.749659	0.61843276	1.2276409	1.7827182
EBG00001435482	275.1711	245.01979	402.24576	168.45468	247.45752	394.2822	148.55487	121.4604	118.01328	118.70432	139.17703	141.29398
EBG00001435483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435486	52.28081	40.247482	84.56892	36.30992	35.538284	45.395546	90.09668	63.64313	94.69505	77.14703	74.77801	67.41375
EBG00001435487	62.973145	56.395164	87.1047	64.29003	58.9552	78.698975	54.08346	23.705986	37.64571	43.997837	60.28752	33.89082
EBG00001435488	226.3145	157.30054	219.55469	183.8379	202.74081	247.65376	84.79721	60.621788	90.66791	170.14484	67.4662	80.68691
EBG00001435489	198.93024	186.94456	271.29095	144.39091	187.26825	228.67822	76.50823	65.261185	62.807102	61.66773	75.36925	79.84279
EBG00001435490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435491	257.56232	186.53375	426.49472	196.3724	222.64124	266.63324	97.318474	101.400444	117.98344	86.46888	115.2161	98.6821
EBG00001435492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435495	483.876	434.95084	688.92206	241.88277	282.1717	607.4267	670.09204	697.7843	855.1228	477.55667	594.13965	698.97815
EBG00001435499	4278718.5	3375915.2	3395520.8	1702167.6	3707266.8	7351256.5	8401035.0	6117549.0	8802810.0	6440019.5	8823063.0	5121644.0
EBG00001435500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435502	20.503775	11.588314	43.92997	17.858877	17.317978	27.384123	51.369812	30.53839	66.2335	53.757107	44.158447	36.06146
EBG00001435503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435505	0.0	0.0	0.0	0.0	0.0	0.98774916	0.5991034	0.0	0.0	0.0	0.0	0.0
EBG00001435506	249.09671	168.57866	357.33472	167.06377	198.39977	294.85416	812.83374	328.0434	599.12146	559.9273	682.353	517.5733
EBG00001435508	340.40427	263.4798	430.41214	238.47318	248.41992	494.88806	485.86084	303.04166	658.59064	368.3177	463.2432	352.50317
EBG00001435509	11580.489	9144.501	6645.535	9639.886	9259.739	16002.234	515.05084	586.3779	359.88208	339.66296	459.3395	388.92245
EBG00001435512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435515	177.78754	152.79901	325.79904	163.5517	150.70381	268.26782	305.2969	265.98242	460.021	271.89185	277.0138	334.5707
EBG00001435518	0.0	0.0	0.0	0.0	0.0	0.0	2.9507337	49.716057	47.165173	5.854113	0.0	171.39923
EBG00001435519	55.37026	51.89137	92.37193	32.520752	53.802086	57.20605	42.640587	45.275284	63.94263	44.23989	44.683025	61.616653
EBG00001435521	3330771.0	50401.69	4573.8013	3392874.8	1137949.6	1454.1936	3863.4968	2370189.5	45817.5	2775618.5	2912964.5	3244576.0
EBG00001435522	27.181765	32.129852	42.66253	29.581213	31.913336	40.158867	35.630226	35.619137	23.046303	21.573772	37.030464	26.72057
EBG00001435523	4.2833304	3.0896654	5.795182	1.1861376	1.0275412	8.526446	8.077629	6.8559403	10.168026	5.27762	4.213581	4.734747
EBG00001435526	944.3794	714.71173	1409.5911	618.35364	756.09076	1245.0485	599.62823	580.1783	444.69806	457.2054	497.90146	503.35565
EBG00001435527	16992.572	15377.945	26856.303	13091.032	14431.43	25237.32	3847.173	4573.5557	2861.506	3182.3784	3702.3235	4505.5957
EBG00001435528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435531	0.0	0.0	1.3032913	0.0	0.0	0.98005927	0.0	0.0	0.5694179	0.0	1.9437976	1.853192
EBG00001435533	1590.5701	1292.8864	1768.3451	1105.8907	1921.4802	3060.205	20489.037	3085.4722	31870.918	15807.693	13153.058	4806.6875
PA0001	4040.068	3071.3298	5930.9834	3523.261	3783.314	4808.9214	1533.497	1311.6925	1253.2091	1708.5284	1701.2856	1904.6484
PA0002	1342.1619	989.04474	1781.5139	1255.8462	1196.5717	1525.9928	1025.798	827.1392	835.44714	1068.6082	930.27405	1027.4182
PA0003	1403.6619	1064.0405	2063.8325	1246.4355	1156.3629	1863.9263	1056.0237	849.8923	1113.6792	1080.8984	961.4834	1116.8531
PA0004	2084.6018	1523.9083	3080.6592	1979.4924	1876.7031	2732.061	1454.919	1227.6771	1249.1183	1511.5776	1359.6061	1538.2444
PA0005	328.43048	254.0107	384.0275	220.80661	299.99384	376.99472	235.57568	162.15968	199.3427	250.72523	214.7623	222.05936
PA0006	295.37216	233.59706	325.91226	193.04341	262.3699	393.11276	365.50543	309.8044	498.6299	354.08807	348.99573	361.96564
PA0007	7588.425	5953.5366	10351.795	6246.5835	6920.0254	9901.26	691.0449	712.6904	631.1336	667.2425	857.6346	858.42694
PA0008	435.07587	301.0184	495.1182	339.02295	344.1612	480.52292	287.12506	196.87325	217.36473	317.81882	250.02757	295.7277
PA0009	107.135216	73.538734	145.1574	83.21021	86.77184	118.20065	107.78162	79.27409	108.707756	116.89079	92.7435	103.84069
PA0010	30.506706	18.169577	49.146564	30.465517	31.173658	47.917545	63.08283	49.594788	88.50973	90.78021	62.311275	77.49117
PA0011	464.04428	381.68817	638.52637	325.06927	437.8958	609.2862	1356.9026	1090.394	1038.5988	1180.7018	1415.7039	1282.8148
PA0012	107.34663	77.06682	118.12163	90.6643	84.281784	148.09723	219.8619	137.49005	305.4594	307.32074	213.44255	196.77663
PA0013	171.85818	146.26263	199.87091	127.40376	133.25198	230.22096	137.47906	126.45423	140.78258	149.94957	156.43509	162.87346
PA0014	69.32094	53.412086	96.74394	47.594345	65.31439	66.53383	65.499756	72.71842	66.706055	74.358406	65.99319	62.206593
PA0015	201.02425	167.52135	236.96466	151.86655	182.84334	183.85156	270.22107	161.66817	204.26984	337.6216	229.19664	205.49496
PA0016	710.9982	499.36005	899.8556	520.9059	600.53577	746.4762	435.46927	360.642	314.58603	487.15683	448.18594	482.3345
PA0017	291.76074	187.0182	328.82263	248.13458	241.67506	291.46405	73.202415	50.22109	47.374966	92.62404	62.404964	105.14696
PA0018	109.983696	84.79627	125.00975	106.177956	108.578735	150.88332	23.216972	14.92241	20.08776	30.978447	17.074123	22.204378
PA0019	1655.0061	1224.7096	2466.7896	1229.0964	1401.5026	2401.2751	732.22644	612.5147	750.4365	806.3815	730.2321	754.28467
PA0020	738.15814	467.61832	852.4202	430.4134	482.72513	816.767	424.16098	377.94897	368.45554	408.99606	442.81543	436.15524
PA0021	28.798344	14.117063	14.929613	10.761667	20.518492	27.675026	14.284684	11.073405	7.4202614	22.558928	14.18903	16.90559
PA0022	131.04364	112.34897	144.58783	97.763954	146.5252	155.4998	203.44135	118.344025	245.05475	265.02597	188.10489	137.6793
PA0023	387.128	276.87723	521.6688	289.42734	340.29944	470.12408	340.00464	244.93735	258.1655	361.1243	316.95856	316.49072
PA0024	258.13437	175.61946	333.39856	122.66395	137.49896	222.23544	97.176414	87.10477	107.07355	105.276955	77.547646	96.87366
PA0025	79.485374	57.22014	96.90112	56.886444	61.418457	79.43982	62.673767	34.125572	55.57313	72.03755	59.07448	59.86823
PA0026	657.1416	517.36786	917.5487	471.9339	530.8079	672.2607	280.8495	213.39618	269.3432	254.70589	209.12929	220.02415
PA0027	1144.8531	805.03937	1266.4445	815.0754	977.441	1267.24	138.91745	119.63223	65.77424	205.8678	154.05956	156.63393
PA0028	139.47626	94.81624	169.90515	91.53674	115.29952	119.04832	16.262207	17.57363	12.740181	21.9689	17.398472	20.491976
PA0029	247.95097	155.02953	264.24045	150.32375	199.37639	262.60468	46.32958	44.65519	33.69717	64.96848	46.81539	49.551334
PA0030	42.467163	24.40629	39.46817	29.16105	41.379383	36.238194	41.542236	25.922873	28.507122	47.83235	43.377045	44.75941
PA0031	166.10364	126.4005	175.72594	110.220215	134.49854	181.70609	125.131935	124.190926	101.76573	156.14664	127.52812	166.88326
PA0032	184.42569	121.87375	209.80849	109.35918	123.60943	188.48636	201.73917	165.41545	178.50032	290.94534	197.43016	216.22179
PA0033	175.73949	119.397995	220.09773	123.40428	158.88828	181.31807	290.86542	202.24431	147.78773	285.8474	242.37071	250.79584
PA0034	37.653282	31.027716	71.87153	31.464172	49.808197	44.69296	65.32744	38.787273	78.39749	61.41292	60.646877	74.341934
PA0035	261.79904	192.32846	319.2961	226.60982	285.55026	278.2376	105.2309	73.40736	96.593025	119.354324	93.07452	120.07595
PA0036	371.284	241.62563	473.9426	267.57986	290.63596	332.90503	406.50705	354.38522	263.30798	350.14874	328.39587	416.38773
PA0037	49.47806	24.705061	39.53524	27.217518	25.873856	31.448694	34.341682	21.790087	29.267487	29.59712	26.85963	27.902315
PA0038	2458.432	1772.1587	3427.4973	1932.658	2389.8894	2950.5679	6360.063	6530.359	7223.7637	6413.212	5260.1465	5557.837
PA0039	12623.111	9444.721	15358.067	7650.1157	12340.844	13399.716	22885.691	16941.71	25726.95	17683.53	12979.646	13227.31
PA0040	212.07666	177.51884	290.01224	201.0257	208.2937	259.86475	71.40799	56.031113	60.840492	103.9635	68.21601	82.52692
PA0041	484.98325	348.57028	511.79312	345.68423	485.22733	581.7805	83.69777	45.856506	83.93038	112.64844	66.47995	82.79881
PA0042	173.75456	151.80789	295.7396	155.72139	126.66282	226.40195	166.4875	154.72343	209.55461	220.68196	180.09404	184.6809
PA0043	68.20321	62.767185	80.61166	61.50176	70.32674	102.8369	252.6651	126.56223	196.98065	314.28903	198.15718	172.16231
PA0044	550.06244	482.78748	723.19055	603.98486	573.875	721.2423	138.49403	116.86603	130.13708	200.57892	158.6147	205.16025
PA0045	62.033466	60.29636	114.97095	42.812893	63.514954	73.5356	36.78093	27.80246	54.549416	44.24913	28.605286	30.581615
PA0046	59.545147	26.57312	78.56275	39.80824	53.35016	55.20427	14.299318	12.431981	18.75729	14.742997	15.8949995	15.4398985
PA0047	51.0299	39.645508	62.4868	42.982815	57.77755	45.490726	15.143638	9.33663	11.451791	27.739494	10.643411	10.141115
PA0048	19.279848	17.552137	30.024567	16.23385	21.151842	23.518866	19.82431	20.797352	30.02472	35.467514	24.01607	19.936771
PA0049	34.356384	12.357755	27.790888	22.33278	24.430748	33.27817	29.902489	25.97618	25.335958	39.676098	25.95204	27.460695
PA0050	473.58362	413.7378	855.5798	433.61655	327.40518	776.6665	346.06113	255.59518	267.8737	317.19595	322.47162	240.1165
PA0051	302.99677	222.69778	418.358	252.65367	263.13342	265.73676	381.98923	271.3724	339.02045	441.43076	379.11273	340.39136
PA0052	572.5469	424.17007	719.17346	438.78406	435.2465	462.16232	324.872	179.69786	239.06873	305.04523	253.72212	203.20848
PA0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0054	31.833588	32.22077	37.644657	13.44723	22.068523	33.225914	37.42042	26.811356	41.257393	40.744484	32.691162	39.15519
PA0055	98.56543	86.0578	137.69539	62.485733	69.4685	108.32746	215.69296	131.81982	204.44144	203.68398	185.30571	157.94472
PA0056	13.343783	19.632786	17.45537	8.121922	22.972897	18.728195	7.5944495	4.9883046	9.568267	11.093253	6.487649	10.043987
PA0057	58.613068	33.973	67.59797	31.517532	44.64147	62.746803	86.09331	57.4751	57.95286	71.02469	72.733765	73.20868
PA0058	11.914954	7.329565	11.292404	7.1240983	15.897901	5.3237314	8.01522	9.081635	17.397902	25.470263	12.872026	14.186052
PA0059	372.26987	225.6802	316.70786	268.4767	347.96973	467.70306	3555.0024	3952.0251	2527.5242	3857.9973	2891.8193	2856.2278
PA0060	127.339966	93.56402	197.20836	105.72872	116.077156	167.14381	369.62125	371.2578	493.34186	432.11606	348.60635	330.9275
PA0061	305.7195	226.5971	390.9896	228.31836	295.51984	351.05032	200.53397	124.01017	232.17238	260.9469	201.66782	158.53116
PA0062	59.654858	37.976894	56.39746	41.388645	44.627686	54.07613	56.37329	50.260365	55.823063	65.45447	43.201283	44.667774
PA0063	314.02652	261.8637	434.02463	233.21202	291.15265	370.89075	192.8769	115.43164	176.54256	232.24435	164.91978	182.44022
PA0064	270.66565	158.64322	290.0889	171.16824	200.15085	258.8159	131.0537	97.06778	90.464005	127.49149	110.294426	152.5617
PA0065	61.95381	48.061264	60.740723	64.780266	36.10696	65.58898	57.9815	38.402775	37.5472	58.326756	39.27964	50.246674
PA0066	123.854904	92.85696	168.58698	109.66314	90.33737	141.20543	93.444786	52.688484	68.030624	93.14535	59.698425	68.5457
PA0067	1565.4159	1067.7787	1726.7236	1103.293	1248.168	1524.3597	759.5952	632.3497	469.8364	840.7376	710.0238	775.6229
PA0068	148.8274	87.1779	145.48111	88.09198	113.894516	140.59393	114.4215	76.23346	68.95173	135.64293	121.96565	106.2235
PA0069	136.10182	95.56177	173.96936	109.68329	103.38107	135.26904	92.66216	66.49133	101.44692	83.94511	70.033325	65.17794
PA0070	798.3247	584.12946	1020.0951	570.9386	774.6206	796.1291	59.037098	37.5829	57.236477	55.335712	50.110203	59.50063
PA0071	2141.2493	1572.614	3504.305	1425.5536	1633.0328	2718.559	2425.4	2320.5867	2449.2727	2728.4153	2598.1738	2821.6316
PA0072	166.2586	102.613434	110.163284	83.741974	125.85617	130.14177	3.2844894	2.5810354	3.1969643	7.6191506	2.935704	0.87771267
PA0073	41.54873	32.45711	34.195263	38.946342	48.671135	37.96141	1.7193403	2.1169264	1.6724654	1.2720822	1.2379267	0.9538414
PA0074	738.4256	482.96118	804.5396	593.7341	626.7676	701.30255	44.3805	37.35214	24.330158	71.31562	50.466114	68.668816
PA0075	212.54758	149.22792	216.3198	145.37619	207.04326	207.00058	3.7890365	2.8895648	3.7591417	6.6125655	4.669253	4.6163454
PA0076	133.38744	89.0366	121.61639	91.41826	125.66668	119.41197	9.751538	5.3209734	9.249728	15.118225	9.571866	14.211146
PA0077	858.4593	580.439	944.777	647.43536	718.7182	842.0494	53.162918	29.64952	42.473053	74.05831	47.507164	52.258297
PA0078	293.44528	193.8596	273.8478	199.06415	275.1728	291.83795	8.274624	4.32235	7.017685	16.55396	12.644624	8.746152
PA0079	234.83603	145.88437	235.73306	151.26585	184.92188	219.82974	44.72218	32.273567	28.480677	64.601295	33.956715	46.22909
PA0080	41.49076	34.816677	56.86524	39.73344	33.326378	51.569424	5.6294146	6.173982	7.3289194	11.209735	7.671381	11.668517
PA0081	3351.4304	2557.9216	5005.418	2476.2466	2826.9934	3902.736	2196.28	2158.7864	2293.548	1867.5077	2188.464	2532.5808
PA0082	638.7326	454.94907	666.0129	419.07516	489.00806	783.9662	632.42816	526.5412	1025.73	595.29114	437.01212	665.8583
PA0083	434.091	260.74713	564.1109	339.32462	296.70645	513.62494	55.631638	51.60157	69.110565	48.609818	55.44751	67.526955
PA0084	1217.631	818.1955	1510.586	903.32495	897.3805	1262.1797	139.21445	122.24109	176.01102	141.19379	156.68594	187.122
PA0085	1165.4603	810.2002	1502.3964	1040.5322	1096.7861	1212.3916	94.504845	91.48079	113.58035	111.382095	98.23682	115.53653
PA0086	607.16205	466.6093	806.12756	453.26627	562.52545	697.6393	42.6463	39.943268	39.531376	42.57287	38.506004	52.813606
PA0087	141.16681	79.32201	111.568436	103.78268	101.06074	137.23534	15.750181	6.9335055	11.540834	17.84548	8.566351	16.672731
PA0088	680.18414	486.9174	942.03076	589.45526	613.967	685.57153	26.47556	26.291325	24.952019	31.274326	29.500103	32.947704
PA0089	532.47314	348.1817	552.7531	306.59805	430.07187	479.33734	14.996009	6.7643685	3.3874083	17.693962	14.105711	9.749777
PA0090	1008.2983	740.3571	1236.9175	848.00214	965.2422	1063.9191	137.71558	104.69335	102.38626	180.20245	133.45462	164.1003
PA0091	494.02643	375.51013	573.9771	399.73712	448.68246	517.3372	116.160835	72.26408	112.4135	163.44586	100.51104	105.33906
PA0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0093	66.17125	45.56493	72.281906	45.378586	46.48051	88.13357	19.495947	17.934206	18.837532	33.961704	22.530525	25.693655
PA0094	138.84947	92.12004	128.9944	92.91775	86.79709	143.42842	127.192924	77.88534	191.87941	120.905815	88.61004	109.87557
PA0095	2929.0583	2289.6292	3947.6345	2104.912	2546.1086	3495.792	2137.2888	1706.336	2028.8928	2042.1212	2098.6116	2174.0234
PA0096	65.00139	39.406506	49.212204	34.889874	38.495323	52.643284	10.660242	6.440245	3.530406	8.842683	5.998805	7.837612
PA0097	185.95766	115.698784	207.77344	148.74518	170.57085	162.88751	21.802542	17.772562	23.64783	26.410597	24.295904	32.537777
PA0098	150.54604	83.68724	88.16542	92.43478	100.11177	103.018936	17.528797	9.052708	14.603743	27.698765	13.306568	18.953148
PA0099	246.93724	166.17726	325.26364	221.94336	193.98195	247.88197	41.46669	45.250126	42.805996	43.92018	53.044075	45.62374
PA0100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0101	404.93347	276.1633	456.11127	286.14862	328.76086	356.2445	86.37222	68.67016	54.229786	116.066505	74.726166	114.74634
PA0102	713.06006	502.36258	663.1024	417.97858	621.27997	849.79736	1484.1091	923.08594	1501.7255	1189.2177	1233.4692	947.238
PA0103	91.51265	67.13703	120.87581	68.10582	90.7095	97.864174	75.91776	47.308678	82.58917	99.8103	71.84647	78.54856
PA0104	94.8633	64.35933	159.63814	78.017944	89.12815	118.96803	85.28256	74.46237	88.5558	92.003746	97.47968	83.021736
PA0105	7323.9067	5818.1055	10678.52	5748.4253	7001.4966	7888.191	5679.1045	6004.531	4536.2827	6344.348	7133.663	6969.7773
PA0106	3751.865	2757.0415	6297.245	3163.9983	3270.1313	3319.757	1597.6202	1602.8256	1329.121	2046.3922	1780.6868	2056.5981
PA0107	751.33984	491.15387	993.38184	597.08777	660.0069	685.12915	365.41144	312.02228	253.87016	468.5081	411.42786	442.86017
PA0108	3433.7556	2617.9478	5515.617	3023.9512	3375.3154	3754.7654	1503.7454	1555.4792	1195.0879	2038.4056	1867.18	2020.2952
PA0109	2308.5789	1715.0111	3101.9915	1872.9486	2302.2974	2734.178	1306.0472	1217.282	861.85645	1343.0282	1336.4271	1298.8374
PA0110	821.35974	565.53894	829.4688	654.0334	758.99835	765.79443	414.5396	340.09406	213.27335	718.8151	466.6398	500.64932
PA0111	293.90308	233.49771	331.72232	229.73022	286.97534	299.91846	214.00908	144.97208	82.993416	285.89163	215.58801	238.11494
PA0112	182.35219	117.7205	147.81502	122.27747	171.29863	145.64874	124.91438	81.941025	78.25457	194.71164	118.08779	128.846
PA0113	299.24762	194.89352	368.84805	168.53545	227.69162	273.8739	224.60945	169.88458	212.9629	271.19742	238.47475	240.80829
PA0114	302.78293	222.19179	352.7473	218.9687	246.65486	448.35422	126.378845	70.01571	155.05936	147.61629	112.85866	89.75047
PA0115	123.08764	123.54969	170.62378	90.33541	104.65854	165.50739	56.94866	56.642776	47.594643	62.125496	59.9342	50.886738
