Gene	SRR4289769	SRR4289770	SRR4289771	SRR4289772	SRR4289773	SRR4289774	SRR4289775	SRR4289776	SRR4289777	SRR4289778	SRR4289779	SRR4289780
PA1491	257.41223	208.17384	338.9758	192.40569	192.3062	323.43536	294.7753	237.6846	302.64334	325.0225	280.76562	297.161
PA1492	162.08566	120.39369	251.64427	173.81516	155.8469	257.32324	106.22809	81.98624	109.413025	100.095505	83.97572	92.50084
PA1493	2009.0066	1462.0001	2284.356	1753.679	2400.3975	3132.7734	557.72864	399.2169	495.08023	523.29785	522.47705	470.2697
PA1494	95.18895	72.551155	135.43974	58.151943	72.508545	106.58782	174.46228	98.11439	198.0371	116.87888	116.32263	129.14891
PA1495	53.796207	27.043573	53.55205	25.379591	36.677	40.201263	31.86415	16.680809	26.130362	37.779083	25.127228	28.204672
PA1496	59.29315	42.613968	71.84693	39.952915	56.491688	82.021385	85.85586	59.405205	117.72725	96.77281	89.775826	85.04929
PA1497	14.158542	5.3168125	7.5009174	6.051863	8.533386	9.126867	4.346438	2.2188563	2.6139824	9.930779	5.935382	4.5558343
PA1498	75.64218	49.316643	82.08196	54.131996	51.436363	65.84583	57.304268	38.232147	49.905273	77.46278	52.460106	55.084953
PA1499	37.88399	22.144009	38.80537	30.033072	30.892405	47.96676	39.736805	28.746738	25.970604	44.07622	30.237122	39.291916
PA1500	203.03058	153.76257	368.88843	149.79138	170.8276	229.63026	546.4728	498.2191	289.2037	437.3388	573.5747	720.77856
PA1501	359.84293	285.8926	529.8535	349.2105	358.79794	456.8863	316.98062	297.8354	433.5186	487.85907	330.18817	497.77512
PA1502	165.54645	123.035904	215.4391	134.76668	153.76125	199.13011	439.62088	343.57632	234.19707	405.4098	360.49982	444.40488
PA1503	11.76678	15.783292	24.964184	18.016985	12.857846	19.524853	45.924103	21.39847	32.391685	40.61818	33.054066	32.42138
PA1504	78.642334	79.68605	113.44904	67.3385	83.58082	124.50508	63.923473	49.98162	88.67984	70.52711	65.95186	64.54412
PA1505	2028.0934	1564.6578	1783.0118	1919.3142	2551.1545	3020.7183	1055.113	660.2231	911.7363	1176.294	952.3142	992.112
PA1506	85.98498	77.27268	80.07744	93.07493	112.47948	144.52145	35.831684	22.47053	30.158552	51.97026	35.076214	50.867264
PA1507	120.62855	98.861084	129.96468	70.18308	84.70451	134.71066	172.8711	135.15707	193.21747	172.2827	152.22017	181.2874
PA1508	150.75858	120.14484	214.44904	107.92883	109.76963	143.1976	122.78205	109.38266	138.93709	120.95349	120.1443	140.60312
PA1509	1515.655	1147.1782	2355.2273	1044.7423	1081.63	1465.4512	1087.4166	833.5659	1349.2684	823.8019	939.4539	872.15936
PA1510	1373.773	1105.5311	2012.8329	1178.8308	1198.8896	1606.7421	976.23376	834.08405	1141.3895	825.53827	848.2338	952.1281
PA1511	254.99072	158.06715	317.78955	205.48918	193.52403	244.1615	175.69646	98.029854	204.4161	159.99681	190.58769	179.09103
PA1512	125.60449	105.54267	197.3214	132.90518	102.06255	179.11508	158.88823	156.06616	198.96909	179.46477	208.71967	197.37932
PA1513	251.64786	217.88747	399.38425	235.96191	257.8549	309.92133	428.17676	362.30374	470.17047	517.20996	396.13934	440.95648
PA1514	210.44418	153.71323	362.95566	192.10088	182.1272	249.2855	558.4083	492.50305	564.5427	516.81604	472.73923	555.162
PA1515	1183.9365	930.69507	1890.1003	920.3585	1043.3593	1153.8071	1922.7828	1537.6409	1150.8088	1944.4297	1893.9462	1969.1635
PA1516	90.21195	51.604992	103.435196	66.43933	62.63255	74.28361	403.90466	319.0388	347.38315	455.33786	358.15775	388.98254
PA1517	180.10992	145.40263	215.7302	158.87285	131.95486	195.88718	1298.3038	924.7864	978.80133	1318.4923	925.8675	1186.338
PA1518	113.33733	80.661476	123.71532	83.709435	82.62344	106.05698	1171.6477	876.4097	1447.7737	1264.3732	1016.8664	1273.457
PA1519	66.10257	58.1784	102.446365	65.78425	54.285698	78.55538	150.5328	122.02287	168.33827	146.85612	132.82346	118.66797
PA1520	1049.1383	767.551	1223.5746	679.0283	901.5842	1275.1705	697.66895	604.2366	557.5797	715.8987	635.5332	687.3809
PA1521	413.1614	306.2179	519.45874	322.47052	342.46112	426.20267	347.94836	307.768	245.64319	399.28818	341.76828	385.5244
PA1522	317.92413	207.55074	415.36874	252.6235	245.41457	314.4027	295.89227	318.57343	227.27509	393.31955	324.19122	407.88272
PA1523	813.2262	624.0907	1079.4414	583.7102	775.6459	813.6982	358.38553	301.6162	259.296	401.0014	376.6817	406.89758
PA1524	518.0771	423.6912	646.8911	384.76086	558.41486	619.0342	236.53973	179.27037	213.1273	215.21548	255.85265	241.67717
PA1525	267.85376	223.45607	495.0553	242.54672	256.8634	353.12122	396.06073	290.01935	444.6666	405.79538	370.8065	503.36917
PA1526	576.4846	470.98288	697.3524	443.02216	582.8163	695.18494	746.9762	435.4282	698.0774	829.4094	558.10913	490.36105
PA1527	6083.9023	4685.7695	8745.16	4799.104	5622.6255	7004.747	3833.2737	3416.131	3224.826	3287.5237	3713.7686	3747.1123
PA1528	3828.9004	2884.0125	5275.3735	2922.272	3519.735	4661.0005	1720.8789	1594.3777	1187.0228	1923.0287	1751.8052	2030.0083
PA1529	1356.4094	1077.59	1772.7784	1111.8176	1324.3864	1602.4485	588.6864	428.9042	450.25928	587.0955	610.7601	490.9279
PA1530	327.08038	226.18831	470.94598	223.60138	276.76233	353.97516	349.2202	228.45804	409.8291	375.44995	336.14563	309.59406
PA1531	40.737495	43.5811	45.825455	17.284748	34.187542	23.526459	50.118973	32.112755	45.63353	52.182976	43.336685	42.109913
PA1532	610.769	421.44937	648.6688	471.03604	471.235	641.8935	1368.1864	863.733	1226.1952	1386.7988	1152.2632	993.58905
PA1533	763.10284	453.767	717.0977	429.0741	693.5669	795.46155	1777.4552	1099.8425	1738.7559	1351.1666	1490.8844	1115.5289
PA1534	73.97349	53.413548	88.89823	65.77391	69.8212	124.764755	120.503265	114.98946	137.86284	154.10497	134.33334	160.24951
PA1535	132.73595	102.450775	233.30402	114.60216	129.78732	177.54295	189.32129	166.3048	264.47723	206.92497	203.12532	176.91458
PA1536	131.95026	97.628716	177.68716	131.11429	144.98534	195.8572	156.04008	113.720474	136.47386	190.56078	122.75849	140.91252
PA1537	108.66095	55.888092	141.42502	71.06148	57.728573	92.29868	81.90974	48.832623	83.88279	99.92802	65.15509	77.72575
PA1538	99.54977	74.7183	151.9165	87.81587	87.21306	112.20171	229.57205	183.10266	257.45398	278.49408	235.41977	291.23083
PA1539	177.47993	118.431816	192.79921	157.90172	160.78792	198.46843	280.9809	169.08177	343.0438	329.2938	243.99934	297.35114
PA1540	53.61835	41.029808	81.37786	51.94038	46.10556	61.547684	98.26989	74.956024	102.60864	135.89969	124.22813	128.8364
PA1541	98.45647	48.98379	77.89976	78.425156	91.98795	119.94888	238.49702	137.2609	442.17618	224.64406	178.03003	165.70439
PA1542	192.38487	136.36412	287.31665	146.2974	127.68196	185.33952	398.91138	329.9068	787.81464	333.7994	227.07982	295.3762
PA1543	218.83827	192.72711	274.7601	167.70602	165.28462	221.11359	299.68277	201.31216	265.81577	351.24564	269.65863	298.6526
PA1544	1008.45386	742.38293	1125.3578	816.9198	902.1796	1165.9005	1432.5476	1324.348	1327.1743	1643.5442	1214.718	1722.5637
PA1545	626.39	531.6286	843.60547	493.68787	552.90234	599.3058	868.36176	689.9	600.5882	800.627	723.8641	808.89
PA1546	3893.624	3188.17	6515.4033	2520.7322	1968.9888	2412.7397	746.63574	553.70526	749.9849	721.04974	640.6235	614.23773
PA1547	72.08455	43.08631	56.48571	38.985577	43.0884	69.25798	49.22456	34.339375	32.013226	66.26548	42.05195	38.872837
PA1548	74.90818	55.688877	95.6846	57.109196	52.72437	86.924736	68.06571	62.896736	48.83853	65.622345	55.029354	68.64137
PA1549	332.5005	240.26103	358.28653	219.92198	284.15894	347.88275	152.09978	114.508995	85.71924	193.48557	166.33623	180.3487
PA1550	502.41467	403.44498	728.8726	438.1837	446.51764	567.25507	275.20868	202.01483	158.93318	342.9683	343.1061	301.4884
PA1551	1815.7192	1435.3064	2673.0886	1788.624	1773.239	2269.9243	856.11365	757.2492	928.5191	861.02893	950.5232	899.83496
PA1552	581.8317	413.9355	740.6378	395.7791	419.5372	553.28076	379.912	281.89587	345.48392	287.97314	343.669	308.78375
PA1553	668.8511	434.4916	850.74854	518.0641	528.3514	738.4497	658.6137	459.32233	650.885	477.15192	641.7885	492.75366
PA1554	625.1787	416.99005	863.33746	483.42026	511.68222	747.9237	1033.3137	865.0167	1231.7422	898.41095	945.7852	938.90686
PA1555	340.977	293.50552	557.5666	203.71841	196.24997	223.87033	134.88435	118.65648	104.453316	126.51059	123.02603	156.70245
PA1556	260.77026	247.36739	534.89777	168.10178	137.3959	167.00946	82.37274	62.487537	63.03797	84.12977	71.518036	61.041092
PA1557	911.03406	777.71674	1652.8193	566.0858	476.41266	666.5434	440.4627	356.28918	420.2397	438.89688	382.27338	442.32315
PA1558	58.669365	35.54447	48.034653	29.79565	41.871815	54.999676	46.302303	33.240105	32.14387	48.95715	39.796215	42.154053
PA1559	307.491	255.86357	448.88272	247.87769	277.33685	460.0023	330.4666	235.1306	438.54214	302.09766	275.3091	285.4746
PA1560	498.97104	363.94104	665.10693	342.62357	356.15765	507.61218	211.43022	183.5037	211.15948	174.9282	197.00777	180.49571
PA1561	3095.6133	2344.6174	4516.251	2169.9868	2172.4053	2015.6873	978.3145	690.1319	874.19916	782.91034	826.1465	814.5043
PA1562	2428.341	1637.2621	2890.248	1938.2655	2118.2336	2873.0942	2653.6426	2068.1626	2697.555	2942.1313	2234.4736	2248.135
PA1563	204.85191	130.52121	263.61853	132.59395	170.51118	209.5341	336.52026	233.18565	293.1498	312.30533	315.12247	324.6532
PA1564	180.25682	132.15974	239.18828	112.90209	130.93327	224.94832	207.72354	173.90445	182.35979	221.75784	220.84029	180.7615
PA1565	106.646095	65.836044	88.20369	61.93596	76.32456	117.40722	110.37592	76.55935	93.04668	125.86	101.546844	105.05011
PA1566	22.091995	10.440544	15.65154	22.012444	15.498562	28.664612	13.960872	14.2064705	9.598595	26.169472	16.78208	20.408396
PA1567	355.4189	264.9114	299.79147	190.66264	265.13898	307.6757	328.6187	202.97635	209.01776	392.41376	276.8406	262.7418
PA1568	30.477007	32.76776	35.59643	26.431181	31.249973	19.561296	39.326546	38.162262	31.18799	50.74914	39.99507	42.48147
PA1569	44.70623	31.079428	55.479477	21.551832	30.320744	25.66906	36.110878	37.656258	62.81377	69.59539	47.651196	57.69421
PA1570	262.35522	186.92679	275.6922	156.64926	211.36975	258.02823	195.01701	124.87633	159.28923	181.81421	159.74348	134.21802
PA1571	876.0537	612.5721	820.65497	431.36337	728.70514	981.04425	5124.945	4435.3696	5059.188	3890.4824	4893.1606	4278.465
PA1572	590.04865	389.26575	647.311	425.81348	509.67303	601.76746	1170.5868	901.1843	733.9583	1633.4487	1110.441	1166.2786
PA1573	166.25148	137.17569	210.84956	146.00615	146.66505	183.38441	312.8505	260.71063	169.60358	514.20325	318.6554	431.6016
PA1574	112.11911	67.41452	125.27532	66.321266	74.85815	104.88865	307.7605	208.05995	552.67	396.36014	294.17694	241.16423
PA1575	185.58026	128.24463	224.04448	116.15293	159.01988	222.37732	423.06104	366.25256	360.06723	407.0928	433.75684	391.42972
PA1576	301.51956	190.56834	291.8866	220.25093	218.94948	327.2477	430.20047	320.9371	231.24107	520.382	322.91266	352.99814
PA1577	53.935566	45.874092	72.87715	56.452915	52.211006	77.09539	136.77121	87.29399	113.83717	141.7315	132.51033	127.95055
PA1578	170.53323	80.92354	139.56639	86.24764	107.57518	106.39947	106.340225	56.925896	74.457886	143.3646	70.55212	78.26591
PA1579	563.1585	414.62955	822.31964	419.13245	464.21048	664.66907	684.5845	598.7299	989.5603	624.4219	623.0662	634.78906
PA1580	886.5019	662.32715	1097.5555	676.462	677.88	953.78735	1750.248	1217.1152	2900.4165	1770.2955	1543.9562	1328.6737
PA1581	1078.5273	909.0884	1284.106	645.1034	766.3549	1686.894	1453.6852	1021.40173	1712.1589	1170.4904	1286.6497	958.54675
PA1582	238.34624	197.98627	355.08438	217.2172	148.97983	296.8214	242.34897	175.5175	367.32526	200.62141	207.99721	208.1858
PA1583	2680.2502	1935.5743	3433.7285	2238.6724	2107.4353	2908.4119	1392.164	1105.2533	1504.3174	1549.4285	1446.765	1560.1865
PA1584	3182.696	2303.7349	4546.4326	2278.5315	2529.4517	3241.2036	972.4803	785.673	1033.2926	849.6344	935.6438	832.72296
PA1585	5355.87	3646.193	7672.265	4742.484	4571.075	6207.266	2429.3582	1971.3418	2876.627	2389.4473	2438.5234	2481.5989
PA1586	1856.1057	1406.4154	2699.3376	1634.9915	1671.6613	2338.1804	616.7119	502.97714	751.2693	657.10645	640.3159	651.77356
PA1587	5391.1343	3920.3235	7443.9766	4443.401	5019.3096	6245.7515	1330.5706	1235.1522	1517.2158	1221.974	1331.6997	1387.268
PA1588	2596.7944	1819.3285	3696.0593	2312.7651	2229.948	2939.6406	1307.1735	1099.0853	1614.735	1174.9735	1314.1439	1114.073
PA1589	3281.4836	2300.0193	4137.422	2876.187	3017.3	3878.2383	1088.6123	722.1487	1338.8712	1055.1138	963.67377	855.8958
PA1590	501.97134	357.34924	754.3522	397.76352	419.27408	631.61145	486.02808	381.0661	510.09735	478.5272	399.88004	441.49115
PA1591	82.04042	56.570305	127.656845	60.025913	44.9599	86.441315	51.44029	40.168114	62.86548	40.421124	52.917763	47.95263
PA1592	692.2566	475.77283	781.6618	804.6727	773.33594	1060.6643	4675.7734	1662.9269	14673.316	7921.3926	3992.2737	1898.4556
PA1593	51.82472	50.56546	93.04405	38.855988	45.908543	67.599846	68.85388	50.46016	71.68043	59.667053	49.10588	49.50517
PA1594	39.808258	21.260895	54.23409	23.76541	29.50455	33.6463	36.986637	14.14135	37.1825	35.799355	24.698685	30.048445
PA1595	215.15456	141.69928	229.12926	131.85023	188.40771	189.57558	90.33456	64.05403	75.08114	76.689514	77.70706	69.80985
PA1596	5136.875	3889.9216	8227.896	3293.7776	3105.165	3939.6897	529.5904	469.31537	451.69318	543.2075	547.34644	595.677
PA1597	363.48914	271.83728	509.6632	282.54944	326.68756	283.08722	117.70959	88.71612	72.781784	142.99303	113.141014	101.06415
PA1598	141.65373	101.37687	179.22232	97.43183	107.170944	122.508575	59.57001	53.577324	57.874527	85.06771	55.6452	56.25868
PA1599	60.222904	34.2092	59.972656	45.683872	49.29543	71.42929	41.08193	25.919447	35.4011	44.96154	31.647825	36.512863
PA1600	43.14244	33.417652	58.47184	27.663761	42.269333	46.065514	22.999498	23.484015	33.078983	52.331425	30.686356	43.72627
PA1601	45.937756	34.681843	58.750698	43.700108	46.046604	41.779083	42.94639	27.918064	35.731667	45.46009	32.70552	33.26507
PA1602	26.553848	18.93261	26.012726	20.782907	22.810633	22.85351	26.940207	21.522993	54.764626	21.217072	22.14841	26.658194
PA1603	127.256584	79.311	112.755875	74.82128	87.1875	123.33247	73.24284	39.853405	82.648094	82.70495	77.533165	76.10919
PA1604	637.01624	458.54034	857.1146	343.788	256.1377	334.86838	105.396034	75.08496	109.37328	114.09697	86.206375	106.21645
PA1605	219.84355	145.31506	262.42435	118.44543	148.81342	214.63869	256.26855	233.27974	269.25766	317.96573	281.77805	334.9056
PA1606	44.274933	40.24039	68.40663	32.435974	40.139484	65.75098	53.835102	44.438908	69.78757	74.479256	56.0814	51.808567
PA1607	190.92168	128.90623	232.26976	121.476135	147.52263	171.80786	91.29572	81.60734	95.260605	112.166084	86.039566	117.969574
PA1608	205.06314	157.65509	286.7025	124.02677	191.38159	221.01385	99.55173	84.851585	131.02745	104.604164	88.91714	108.259155
PA1609	1751.6704	1345.9751	2148.046	1344.9938	1487.896	2297.1553	658.17285	494.91864	633.48584	638.5676	553.5276	643.2156
PA1610	2520.7092	2167.7346	3144.2383	1745.0898	1751.5936	3631.52	573.9699	525.3096	694.5426	545.4447	494.10352	592.32
PA1611	1012.2563	744.5206	1326.1887	658.4172	862.4324	1193.5021	929.21277	855.67163	854.05536	1064.3547	964.6924	1005.3394
PA1612	123.42063	89.956	128.26157	92.785904	78.17312	151.84598	55.18514	19.95268	36.780407	57.32932	39.57498	35.02625
PA1613	464.28275	344.29398	576.7626	316.40213	375.43747	427.42096	306.08633	246.44044	406.306	373.55023	326.45456	377.94147
PA1614	340.9756	255.00357	342.674	239.38132	210.51161	327.0722	272.92337	207.76639	249.68112	320.23407	256.53375	286.4515
PA1615	131.13747	87.67049	177.86964	92.168015	73.09541	117.96523	134.25009	97.95586	96.64302	145.90009	102.99381	125.266266
PA1616	109.68825	89.65346	120.59692	86.86667	108.82342	117.611626	76.87901	44.41922	58.508553	100.35451	62.359943	64.720795
PA1617	1152.1323	819.70575	1625.356	766.36975	848.9339	1086.7294	885.5254	590.3261	617.3051	1005.6661	1020.24585	973.70447
PA1618	225.80055	135.14021	265.33594	154.56653	184.43344	215.06146	364.4133	287.13458	317.6868	441.2134	318.41818	479.19452
PA1619	85.94263	76.83358	77.08818	67.00793	99.268326	119.15557	72.32256	52.935596	43.354843	80.64774	67.589615	89.369
PA1620	9.6653595	5.3356147	3.9621463	10.661143	4.2325797	10.041054	5.883091	5.7643113	5.478293	8.621305	3.056618	5.258049
PA1621	229.2991	144.33452	251.97949	135.49034	160.65776	235.70941	182.6233	121.30526	97.64244	204.54591	162.5589	163.15924
PA1622	252.26881	181.23387	297.52216	164.68338	194.00871	221.70451	171.86139	110.28556	95.112915	234.03922	179.97786	148.36218
PA1623	610.7807	424.34567	659.47736	508.06503	520.13654	757.7726	993.023	718.87506	737.38776	1190.664	1069.4407	932.9083
PA1624	298.2751	209.71614	299.57037	235.27779	288.91776	286.65625	296.9945	199.39682	150.17386	438.18594	260.57407	295.95355
PA1625	384.2751	260.90927	458.6568	268.41696	309.36945	400.58694	142.87555	140.38303	144.97725	172.6566	152.96283	162.11978
PA1626	27.349009	29.894623	53.781315	24.716518	35.22637	49.53284	29.021671	27.66171	24.423723	50.762623	35.200275	34.05574
PA1627	45.465668	24.084513	46.98921	23.365652	37.030502	32.363792	100.88774	59.54661	64.30883	113.46159	68.05479	96.41748
PA1628	44.67924	36.807697	52.970097	42.864513	40.287506	60.985157	61.084324	40.080418	37.255653	91.88183	52.862175	61.172382
PA1629	20.649311	19.90606	25.827457	18.857584	24.333225	43.40556	110.01072	56.387	98.78952	95.23631	61.92597	80.24571
PA1630	143.19002	102.35843	214.48631	90.00086	106.63075	152.34996	287.52176	244.63364	257.9149	276.67267	271.09467	361.68466
PA1631	379.3523	290.63928	487.41614	229.87372	304.684	337.13654	363.6775	266.7675	280.00134	405.01343	390.909	380.1446
PA1632	5.4676733	3.2025888	5.2715964	5.6553106	7.6063275	3.9641778	4.5124855	4.397528	5.7475343	4.324101	3.6294613	7.0273614
PA1633	22.659164	25.810553	41.088062	28.710945	22.708855	36.916447	26.41709	20.046677	26.289263	45.835293	26.691626	30.678495
PA1634	22.952759	25.635246	41.434418	29.865536	25.842684	27.710512	22.782421	23.55143	21.135597	45.250446	27.417677	33.26144
PA1635	9.626204	8.490906	7.4621863	6.109715	4.2635136	7.005748	4.030007	1.4505053	2.2245514	6.46385	5.934156	2.665196
PA1636	506.35037	282.5311	490.97443	331.6176	373.93265	385.20654	108.773445	74.781685	91.08313	122.0039	116.8707	104.06589
PA1637	190.95203	160.73901	225.45583	168.2726	150.25406	214.41447	85.21517	60.095055	54.716675	103.57917	84.5987	73.69214
PA1638	120.541115	77.84417	122.5791	84.19792	80.26128	119.32096	77.00729	72.832924	82.33499	70.68318	83.16872	89.94236
PA1639	326.4196	208.81822	314.88617	171.4799	222.96918	314.44928	38.950363	27.387028	42.78823	45.746456	38.209663	44.216118
PA1640	299.26758	210.6301	390.483	222.80443	245.27443	331.22522	116.01847	82.326065	88.25027	104.86165	103.20335	107.214264
PA1641	173.56699	131.93987	161.7465	109.810844	117.64185	176.12233	112.44891	87.82403	97.69101	104.4501	97.94971	106.82783
PA1642	838.2048	647.58704	735.7745	485.88116	661.17755	836.2086	284.5836	205.15675	150.61336	292.93378	240.92949	257.18893
PA1643	817.0456	567.42163	1035.944	660.55426	663.0453	902.93335	232.2366	162.7409	185.53519	270.9356	223.00075	209.83455
PA1644	152.39674	125.89417	179.43295	115.352554	136.91368	184.06087	98.70268	74.2936	75.7722	127.38408	81.6776	97.854996
PA1645	77.797356	49.309784	69.705055	54.803135	90.9721	90.79437	101.549736	42.053074	75.28185	108.55885	79.23183	59.509583
PA1646	341.58005	220.08751	416.87878	232.20387	324.48785	333.9772	123.89675	91.09354	98.49456	135.60411	130.0885	131.27554
PA1647	194.81088	154.89658	319.43167	143.39633	133.22984	181.86671	99.99737	92.05252	85.6413	121.23649	111.88103	118.184456
PA1648	251.7428	233.91573	353.82312	191.98805	187.2454	256.34222	151.7151	112.09246	136.41139	162.23872	149.91312	129.90012
PA1649	96.16262	57.190014	124.396965	60.02551	66.289604	98.43752	49.509026	25.235823	52.095505	61.44601	37.56755	65.22479
PA1650	375.2012	253.22418	372.99417	273.5835	321.6635	339.9077	239.99008	193.18639	252.9179	256.9785	226.29211	173.27347
PA1651	592.6223	371.72113	659.43585	432.8093	476.5391	611.6305	212.41069	168.41322	244.08534	219.17314	212.29842	220.76906
PA1652	128.41661	104.94923	144.57895	104.19352	85.09899	136.66388	80.30382	58.88283	64.51701	70.88996	76.22562	59.628452
PA1653	35.77468	23.847603	50.28778	27.87995	37.805252	40.80126	44.835938	21.999935	37.38082	37.774536	34.702324	33.55163
PA1654	202.01456	130.69511	286.45987	160.13972	149.41954	231.12784	155.29698	108.93515	121.30871	129.82158	120.89006	132.0715
PA1655	227.95963	190.07632	373.5589	172.7852	182.41792	253.17361	157.54227	129.21747	214.68262	170.62238	149.58188	155.43996
PA1656	14444.895	12159.084	21997.91	12056.288	12066.238	14095.865	1315.0924	1326.7927	851.3239	1330.501	1471.5782	1488.6002
PA1657	569.7211	420.3863	893.18286	466.86365	526.08093	602.6373	76.28761	60.64002	52.78582	96.048836	88.54242	91.05278
PA1658	729.3918	548.5863	1131.0134	679.4949	626.10376	719.6542	206.17662	177.23666	193.5161	240.63266	213.33493	204.00572
PA1659	83.10203	61.305405	77.04243	79.75865	83.26694	73.77502	23.702787	26.552359	22.61794	34.805313	18.699738	31.552584
PA1660	370.57394	334.91135	591.1347	335.51474	367.93762	431.18887	122.19235	88.53969	105.791115	164.66383	119.279785	130.69281
PA1661	406.19775	308.03256	677.59595	309.35272	354.012	407.2999	99.90848	81.97545	149.98875	129.15211	116.86381	124.55192
PA1662	978.7407	652.49725	1106.3713	714.8605	894.0835	888.8166	448.80057	293.47882	383.68625	521.61664	440.27072	443.40268
PA1663	215.06448	154.74522	245.82521	161.53395	197.67445	221.5482	46.405945	29.286781	31.405603	72.48035	36.857887	52.64102
PA1664	20.773834	15.209862	26.287882	15.642348	11.353344	29.65226	1.7388233	4.6166654	1.1117091	1.8214711	1.1700395	5.6069374
PA1665	151.40604	82.11005	190.75108	108.01934	128.66806	121.177086	12.37672	5.943065	10.55826	13.664086	7.8216906	14.719064
PA1666	96.10314	70.76997	131.51997	92.82169	97.72949	88.356064	16.182608	16.710625	20.407515	24.09155	12.942732	14.551394
PA1667	402.28363	253.59009	505.42496	305.00967	316.88556	415.91907	258.814	223.96062	265.84897	293.5352	275.02454	321.97125
PA1668	308.7046	214.87236	419.64597	274.94736	262.77036	260.45462	64.37404	47.227814	42.699306	52.2389	53.41402	56.629448
PA1669	858.3741	657.4586	1121.4946	668.8278	835.9033	860.71295	204.61205	161.90695	174.17633	264.82034	209.44902	226.27924
PA1670	85.14642	67.538185	124.14717	70.45953	123.19831	84.08256	10.629914	12.069746	7.561861	14.885444	11.924906	11.989141
PA1671	139.39145	98.69509	157.85953	135.68716	129.42368	133.40945	60.540527	39.374466	78.56953	88.416664	49.51612	73.39343
PA1672	364.50732	301.7769	833.0395	456.9733	354.4607	540.0116	160.62885	145.63043	174.80649	174.01486	155.17361	192.2062
PA1673	4579.0728	3944.6492	7642.329	2198.8174	1600.9794	1470.6907	268.04828	258.40036	260.72577	202.23827	242.38191	227.73256
PA1674	1329.1724	1015.3664	2081.904	615.8069	517.8342	595.8717	562.22253	435.0535	826.68286	437.71213	450.03983	439.6531
PA1675	147.51857	141.5635	220.97914	91.96015	107.79738	162.7538	135.64043	96.687	123.68558	169.53497	141.14789	119.98915
PA1676	107.36461	78.12078	92.76337	55.829945	73.32149	103.24027	92.85532	77.18153	58.635914	128.48685	80.74051	101.51537
PA1677	390.0124	269.21573	350.5834	380.14285	355.56107	488.19885	321.43127	207.85516	208.65273	316.4563	276.0295	241.3344
PA1678	374.8359	259.14923	493.14792	247.13084	299.84274	387.2148	368.39606	239.2514	321.86313	315.52124	365.7128	303.10272
PA1679	528.1718	366.2469	716.6032	369.18747	477.27875	537.8057	128.25702	126.66113	118.28718	156.77818	152.94975	151.05988
PA1680	105.45323	87.20887	139.70201	80.85544	81.437836	128.3045	22.073248	22.083063	23.46473	36.086502	21.21131	25.879763
PA1681	709.9532	516.26337	767.461	396.8807	503.74216	749.4917	483.59454	284.84314	406.1943	541.03345	395.5727	398.42526
PA1682	241.0474	150.10199	261.58688	138.82242	178.98874	244.23497	145.04663	98.89754	111.62991	131.91283	123.71568	158.01172
PA1683	154.96487	119.001816	189.20558	136.78635	136.3751	181.53828	136.12524	112.85077	119.37711	113.5377	119.292496	129.1385
PA1684	245.73715	155.36621	284.24432	236.81758	209.17577	259.28995	273.96243	191.467	242.39325	291.99377	200.90463	246.52438
PA1685	371.94666	280.76697	478.4986	272.82803	339.64117	440.50812	305.89642	233.72353	232.25867	347.73837	328.94403	305.15222
PA1686	434.4587	315.2364	353.5909	325.31528	430.33258	442.38196	318.59344	193.32172	200.45953	428.47598	212.88615	263.74164
PA1687	149.55945	101.224	201.76396	94.75229	109.15922	153.57208	148.99069	113.39316	144.2635	140.15044	139.80489	148.35469
PA1688	243.75499	179.07602	334.5299	196.83835	226.97017	277.4861	107.68966	94.32387	152.74078	123.01188	107.10789	117.009964
PA1689	1129.8125	774.7954	1468.4711	830.7331	865.5142	1079.2399	234.09764	199.65703	233.47769	251.29271	250.62349	264.27698
PA1690	124.652374	96.52505	187.93697	113.38773	99.03362	147.79291	103.71154	101.956116	110.95319	120.45584	94.437645	107.498276
PA1691	7.574307	8.603357	27.352753	18.528486	22.832243	23.164173	12.277316	8.588227	16.252245	19.024605	12.568654	13.207663
PA1692	12.453806	11.243129	16.85101	17.481615	13.524931	20.469767	8.867106	3.7403724	21.340633	12.8379755	5.4633303	7.1768775
PA1693	32.09056	34.278538	68.83695	40.30142	26.300251	44.85657	30.528557	26.191635	27.137552	35.174164	43.28671	48.04525
PA1694	44.38817	26.026455	48.005688	16.48182	33.273132	46.4131	10.1221485	10.031076	7.6331697	13.415648	4.9766874	14.789867
PA1695	14.448754	23.835236	39.427567	14.768087	26.202597	29.048391	4.710657	3.2957711	2.7011158	5.635652	1.1666377	4.2309456
PA1696	15.880553	23.331545	13.856361	13.901796	23.442595	21.622643	2.1881764	1.983483	2.1043663	6.2062855	1.1376806	3.6883109
PA1697	36.680176	45.782803	50.3764	21.866575	34.429962	56.40905	16.483934	13.953356	21.653008	15.889903	16.15616	13.393889
PA1698	39.33544	33.80637	47.49551	35.080986	33.400677	38.301952	14.769875	10.619532	11.418081	20.066494	15.1887245	11.380903
PA1699	11.977669	8.650856	20.266573	8.1706295	10.781163	16.761953	9.58379	10.678817	14.561911	11.904287	11.012034	15.598873
PA1700	15.888415	10.210311	12.371536	10.320338	10.458665	12.094219	3.7876527	1.9903347	2.9691865	4.175146	3.7499661	2.688511
