Gene	SRR1813212	SRR1813213	SRR1813214	SRR1813215	SRR1813216	SRR1813217	SRR1813218	SRR1813219	SRR1813220
EBG00001435404	744.4866	627.8769	537.3501	681.2619	602.0234	703.21313	615.00635	609.20355	602.77765
EBG00001435405	32963.9	25110.984	25772.89	30282.352	27685.65	31455.566	34202.145	32630.762	29014.094
EBG00001435406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435407	34.08249	20.689726	18.052011	25.894016	7.652675	24.135794	15.664608	14.911808	17.37351
EBG00001435408	312.592	235.28517	239.57703	222.36258	172.01302	179.8846	191.35431	188.09901	163.75519
EBG00001435409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435411	113.98248	75.64674	106.91742	90.81924	65.47241	84.72921	83.12463	69.36715	75.92437
EBG00001435412	1.6358782	1.4870017	0.0	1.626679	1.4693091	0.0	0.0	0.0	0.0
EBG00001435413	323.34903	215.65169	154.42209	144.12122	116.72797	144.06178	128.03636	145.10835	139.30672
EBG00001435414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435415	0.0	0.0072947815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435416	403.66565	328.83047	302.73727	305.29013	259.41675	299.9462	201.92586	223.58018	205.07538
EBG00001435417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435418	0.0	0.0	0.0	0.0	0.0	0.0	153.5955	87.53847	83.16365
EBG00001435419	109.44435	107.548485	95.26579	89.863815	86.76996	106.605774	74.9664	66.365135	73.593544
EBG00001435420	62.885418	46.62371	65.10771	60.995583	40.651443	62.0574	49.26487	34.891247	23.13324
EBG00001435421	4.5659804	0.0	0.0	5.363381	5.3620944	9.511556	0.0	0.0	9.682349
EBG00001435422	2193.6157	1613.7904	1277.8179	699.055	5547.911	2581.059	647.3831	2367.8904	1547.6307
EBG00001435423	438.70782	462.92163	384.3641	378.0915	322.9529	375.79166	283.7829	269.91492	268.54037
EBG00001435424	6.554349	3.5192227	6.4616213	3.5215795	4.5266585	6.532122	6.444575	2.4880824	4.932385
EBG00001435425	37.30937	37.70596	38.27268	27.166468	29.171799	29.645784	26.274036	36.326	34.033455
EBG00001435426	693.66235	491.28452	269.28775	155.0887	1580.4209	799.802	155.91914	180.1135	156.00456
EBG00001435427	2129.407	1842.5415	1399.408	1717.3905	1317.051	1624.7278	1335.2239	1290.2314	1119.5431
EBG00001435428	33.275925	28.153782	33.799248	25.154137	29.171799	31.153198	42.633343	33.837917	38.472603
EBG00001435430	62.12838	54.555122	46.85081	48.044483	41.524048	48.39554	25.787138	25.98263	41.646626
EBG00001435431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435432	0.0	0.0	0.0	0.007279859	0.0	0.0	0.0	0.0	0.0
EBG00001435433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435435	240.54996	206.38268	176.59357	195.9675	184.54736	200.72292	176.52583	204.33101	203.16806
EBG00001435436	13.108697	11.563161	6.958669	8.552407	9.053317	18.591425	10.410467	9.952329	13.810678
EBG00001435437	7.56271	7.5411916	5.9645734	11.570903	6.5385065	10.551889	3.470156	10.449945	8.878293
EBG00001435438	1359.271	1256.8652	942.3001	1030.266	790.60376	1019.01105	901.1358	841.96704	716.0428
EBG00001435439	349.4426	207.19801	344.22092	198.95525	276.70114	167.63382	226.9863	225.99995	221.47716
EBG00001435440	40.334454	28.656528	31.314009	29.681883	26.656988	23.616135	28.75272	36.326	25.648401
EBG00001435441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435442	71.59365	95.52176	75.55126	68.41925	70.41469	70.34593	62.462807	58.718742	58.202145
EBG00001435443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435444	585.8579	425.3232	380.7386	570.49585	539.1753	520.5599	422.36755	418.99304	505.07623
EBG00001435445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435446	0.0	0.0	0.0	1.0661099	0.0	0.0	0.0	0.0	0.0
EBG00001435448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004313345
EBG00001435450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435451	230.92424	224.32974	122.20117	218.51562	147.76791	205.99403	176.72067	141.32768	132.02838
EBG00001435452	137.13713	99.54373	94.43908	122.75219	131.77606	111.548546	102.12173	104.49946	129.22849
EBG00001435453	77.66366	67.947525	46.828407	73.388535	49.854965	47.41646	52.634304	53.825375	46.302567
EBG00001435454	49.907677	47.75961	45.179855	53.09651	58.87695	57.49634	53.093098	56.641808	49.099728
EBG00001435455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435457	6477.713	7393.3843	6659.446	5601.323	4768.08	5602.551	7248.6597	4727.3564	4458.876
EBG00001435459	202.44774	193.94205	167.3963	210.36693	194.84584	205.04526	81.38497	88.279015	75.20972
EBG00001435461	2039.9149	1782.7377	1583.5942	1538.427	1408.2937	1470.23	1103.5095	1120.6322	926.3019
EBG00001435462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435463	1813.5378	1425.2852	1409.6274	1418.6934	1217.6711	1341.5974	1628.9902	1644.1248	1699.6998
EBG00001435465	456.78766	368.01016	409.56735	413.03094	349.05566	406.499	704.44165	803.15295	736.8983
EBG00001435467	675.5212	461.7282	427.303	424.72272	361.26004	454.43982	327.89294	299.96793	221.26965
EBG00001435468	0.0	2.7806394	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435469	501.0126	698.54175	503.43167	554.3282	633.6095	542.33966	379.00778	377.1952	371.35867
EBG00001435470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435481	15.12542	7.0384455	8.94686	3.0184963	7.0414686	8.0395355	1.9829463	9.952329	9.86477
EBG00001435482	173.94197	162.30621	135.78653	112.540535	125.69505	158.35422	150.83163	141.24458	144.41238
EBG00001435483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435486	157.55893	180.26527	96.65973	114.04296	133.88605	146.36632	116.36083	120.192825	111.79056
EBG00001435487	407.88214	264.44446	266.91464	278.20477	278.64096	283.8961	238.94502	251.29631	246.126
EBG00001435488	646.41907	648.0433	564.03204	532.27594	446.23737	528.2863	580.8038	549.76965	511.8913
EBG00001435489	149.23747	118.64808	118.29737	105.64738	117.693115	139.68692	108.070564	97.53282	106.53951
EBG00001435490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435491	373.0937	323.26575	279.8379	354.67334	289.70615	338.6654	290.99734	289.11517	332.93597
EBG00001435492	747.5848	757.1925	671.24884	667.65283	640.4739	562.29755	638.57263	553.81335	413.3329
EBG00001435494	15.105578	30.590715	21.764183	29.240345	18.547873	18.909706	11.811447	17.831396	16.831963
EBG00001435495	824.1897	608.2158	516.7209	611.60547	524.10455	604.9632	451.01456	404.58737	423.85162
EBG00001435499	425798.66	308401.7	363689.34	333533.2	303248.5	299797.5	377818.12	400716.12	409096.47
EBG00001435500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435502	236.9649	214.16985	168.00215	187.14677	136.80568	172.85	174.49927	147.29446	146.98508
EBG00001435503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435505	0.0	0.0	0.0	6.2479186	0.0	4.6338134	2.5002425	0.0	0.0
EBG00001435506	762.32117	528.8337	424.50485	609.76245	419.4814	621.0822	423.38403	438.92203	396.5851
EBG00001435508	1909.783	1697.0327	1477.9233	1231.9917	1164.776	1296.2225	1281.7303	1191.8893	1174.9583
EBG00001435509	273.60086	217.71545	163.68848	76.22903	75.403534	70.995766	116.8575	96.733246	107.31254
EBG00001435512	996.6504	1074.6206	751.0949	888.04785	844.01434	997.7206	829.7453	835.1385	992.75824
EBG00001435513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435515	274.20557	198.08504	186.71683	174.43634	146.56105	202.10689	151.56912	174.4869	178.04198
EBG00001435518	14933.891	18012.576	15038.807	18761.133	15050.891	12635.294	6711.9893	5428.4727	21202.602
EBG00001435519	83.693985	53.29109	71.41721	58.357597	81.47985	72.35581	437.23962	419.98828	580.53143
EBG00001435521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435522	88.283844	63.526203	57.087254	55.24708	36.729042	46.62833	55.4315	32.325375	34.384964
EBG00001435523	533.2409	410.34622	388.79465	386.59222	346.55115	427.66415	310.0673	267.53287	283.8696
EBG00001435526	550.1405	409.8671	357.33325	415.36642	312.32507	379.0599	360.33496	343.5256	311.7039
EBG00001435527	355.70355	347.9204	293.5685	319.65936	267.63132	292.96896	356.8827	411.89725	382.48465
EBG00001435528	2339.733	2634.3984	2216.4797	2891.8423	2682.177	2451.2598	2422.2603	2552.9026	2231.0632
EBG00001435530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBG00001435531	1.2542852	0.0	0.0	1.0061654	4.0236964	1.004942	1.9829463	0.0	0.98647696
EBG00001435533	1930.0035	1802.8475	1366.8813	1405.6132	1463.6195	1764.6779	1193.7336	1139.5416	885.8563
PA0001	5934.4814	5528.162	5208.6167	6120.6816	5666.6216	5978.369	5514.3774	5485.7476	5572.311
PA0002	5156.8525	5047.63	4518.4756	5315.608	4735.596	4800.3477	4768.0557	4766.0376	4928.5728
PA0003	2745.3303	2259.9985	2263.3179	2350.3777	2174.2388	2399.8552	2367.3801	2223.6416	2143.8474
PA0004	5755.605	4967.1045	5014.248	5441.034	4832.3965	4916.205	5217.0317	5475.251	5709.681
PA0005	826.02203	740.86615	749.99927	853.0364	671.1321	714.1841	582.6304	571.0445	515.7208
PA0006	878.9137	750.3251	777.5818	706.8437	619.09796	663.4077	728.90985	660.1157	580.2649
PA0007	3331.9417	2747.528	2905.6245	2957.5088	2877.2124	2955.3809	3059.189	3414.0476	3737.156
PA0008	3293.2893	2821.4248	2943.1584	3317.8042	3003.3882	3309.126	2813.6147	2893.5442	3038.8206
PA0009	1960.7781	1644.019	1575.3811	1798.277	1401.336	1599.2645	1358.3809	1205.9335	1185.1646
PA0010	337.73755	313.85776	287.07486	313.12555	274.05127	248.00331	253.36319	221.41673	206.42453
PA0011	1589.2864	1133.7853	1227.5002	1271.6542	1138.0206	1098.7517	1072.1089	1046.5312	992.70874
PA0012	417.46158	320.752	306.18143	398.44153	359.1149	375.84827	267.69772	275.6795	266.3488
PA0013	224.89986	216.48448	201.0212	282.02835	245.11299	226.80229	194.04749	200.22852	192.50941
PA0014	96.80268	103.5657	98.41546	145.894	132.78198	138.68198	90.22405	91.56143	82.86407
PA0015	320.6589	243.32912	342.96295	355.17642	343.0201	328.616	341.06674	358.28384	357.10468
PA0016	1700.0522	1422.0988	1457.4993	1806.2196	1520.1816	1595.6154	1550.3784	1421.1892	1476.065
PA0017	1079.1042	957.2576	956.8464	1031.889	901.6771	1026.5033	895.2561	888.01746	970.65485
PA0018	784.1199	645.17773	613.4336	550.32	540.0081	597.2383	617.5855	564.86566	623.1032
PA0019	2392.8413	1999.9241	2033.9194	2016.3557	1680.486	1816.9349	1963.1167	2025.9202	1986.3749
PA0020	1581.5629	1371.4098	1265.0116	1347.8005	1127.5142	1163.96	1365.4161	1329.3853	1286.3904
PA0021	132.92024	111.878204	109.46284	158.23741	123.780235	123.87972	129.64865	128.10675	129.1484
PA0022	642.0577	519.1866	533.24866	561.3144	474.97394	510.88214	455.6934	484.9351	492.84076
PA0023	1158.9202	908.5018	854.2616	1038.8821	906.43225	863.4623	861.842	899.71783	930.0254
PA0024	771.0797	653.7945	701.0096	874.92975	736.59546	814.48413	792.375	705.60803	748.88885
PA0025	421.43958	346.07706	393.14093	433.5273	402.56168	365.69043	491.69153	447.63577	463.61395
PA0026	1420.416	1357.9408	1316.8438	1708.8088	1576.7119	1592.502	1110.7814	1103.7089	1074.915
PA0027	1179.8302	1121.8024	1040.0524	1155.3376	994.7237	994.35175	906.46906	957.2854	1015.5867
PA0028	310.9432	292.69577	291.49722	254.01765	273.88168	270.13684	283.1301	274.9438	244.22498
PA0029	274.986	240.73387	264.05316	258.63367	275.7911	229.96352	221.8404	229.51343	240.9941
PA0030	71.039894	71.10745	75.064186	96.6801	72.154045	82.20527	70.86199	72.56652	74.88106
PA0031	294.17123	281.39682	289.63403	353.2449	337.39783	302.9312	322.30252	297.37387	308.1621
PA0032	269.31012	272.43637	260.98407	298.40457	248.36676	254.469	249.50589	263.0656	241.90662
PA0033	176.46324	159.87328	144.14386	177.08513	157.93008	144.71162	137.81476	131.37074	126.26906
PA0034	156.21396	113.98745	135.68279	132.19153	150.78482	131.84808	155.64864	139.12988	133.03453
PA0035	697.9027	621.9729	549.6505	586.02655	553.6416	585.7117	637.8218	659.04645	729.50836
PA0036	926.79626	762.1944	832.3659	908.20856	737.9561	749.3664	948.4747	906.02435	892.78937
PA0037	143.53749	147.72043	154.06007	179.43108	155.78273	152.59933	133.41983	127.180626	129.98631
PA0038	2977.691	2334.753	2734.7568	2061.633	1932.3801	1873.2117	2524.2905	2580.639	2699.9875
PA0039	13710.688	11690.858	10301.8125	10625.1045	9124.737	9531.873	10060.478	11298.879	11198.487
PA0040	429.2625	368.6849	371.7113	223.49489	201.57262	213.38162	419.7761	392.36194	394.09137
PA0041	1034.1913	946.8535	998.41693	855.7978	739.6341	722.25006	1274.517	1244.977	1289.1309
PA0042	290.40805	229.25223	271.3881	275.68936	266.5699	265.30466	223.08145	261.74625	217.02495
PA0043	535.41614	509.2838	545.57043	614.35034	575.5091	517.56494	480.79388	436.14185	402.7567
PA0044	13229.557	11358.602	12215.638	17096.5	15728.319	12268.988	16034.877	17283.436	18393.707
PA0045	214.6246	190.65517	178.42122	282.47003	244.42401	256.73996	244.68109	262.77298	281.99066
PA0046	157.40434	95.09592	126.228325	170.74962	174.36247	158.57886	164.56807	182.08516	181.99837
PA0047	159.73244	148.59947	147.69766	228.56305	203.96275	172.7067	212.21646	197.41628	202.332
PA0048	130.61487	115.00836	103.60996	132.36148	139.46887	142.54031	97.713806	104.44092	112.05947
PA0049	143.29381	109.17528	144.6342	169.18494	145.22995	144.15872	141.87769	129.10664	148.29279
PA0050	455.7793	487.66373	403.60278	402.4662	351.0675	335.65057	392.62335	414.0169	415.30682
PA0051	885.65295	827.7011	800.69006	1424.3716	1395.0001	1138.9504	564.6206	632.3269	650.116
PA0052	1762.6156	1531.3646	1480.2083	876.3702	890.2428	833.0968	1236.367	1432.1401	1428.4187
PA0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0054	207.87717	207.32678	183.89264	249.4937	194.75102	206.28076	149.40625	159.97166	145.74237
PA0055	645.5119	553.29315	628.82245	621.13513	567.0988	541.5168	552.7009	548.462	554.158
PA0056	114.521515	118.51249	115.19214	161.01494	151.3725	115.5089	119.01866	93.57863	126.04825
PA0057	159.23492	150.9344	161.39067	158.40875	165.85492	156.68503	159.39677	145.05771	135.59561
PA0058	90.05631	97.900116	80.776115	106.70374	99.15754	106.920395	69.476135	71.6301	88.15724
PA0059	763.2964	665.48267	585.14215	416.45267	333.78	420.22812	488.10706	511.54895	524.7033
PA0060	504.18066	405.21335	384.56097	360.01416	360.12082	357.7593	349.99	350.322	413.33386
PA0061	1031.4509	902.22	913.74054	1107.7861	904.7537	974.9938	803.0433	862.64746	913.9266
PA0062	218.81439	177.97212	178.9372	297.82498	249.46918	288.4183	154.66978	151.27539	142.0527
PA0063	977.9427	867.31885	919.33	1018.38196	924.2527	927.917	697.64417	734.36426	645.6729
PA0064	816.4513	739.9114	757.1563	937.39594	859.3485	795.8379	696.3944	684.63794	731.50323
PA0065	348.62378	325.369	326.88382	338.64297	324.03427	319.44513	303.14938	306.42703	311.96005
PA0066	510.72665	437.4009	483.7317	550.23486	454.4679	447.43887	426.73495	414.40494	432.78928
PA0067	4776.016	4254.3735	4346.122	4612.7954	4049.6316	4249.7007	4098.083	4080.8347	4234.9688
PA0068	839.96497	681.7237	683.93774	755.6303	685.0343	669.29126	649.41486	752.39606	766.4926
PA0069	180.88065	190.06847	186.28116	187.51665	173.24901	168.74345	181.1766	163.91843	170.45392
PA0070	2409.7473	2041.364	2023.3708	2510.5774	2321.0872	2329.9778	2219.7917	2496.3313	2737.438
PA0071	2353.215	1967.2113	1952.9678	1948.4626	1779.3853	1783.5684	1807.1886	1835.2562	1717.7451
PA0072	257.0312	231.76822	199.55275	198.24144	159.85663	172.04152	265.75137	275.22913	267.47433
PA0073	244.7275	232.99321	229.3173	184.71593	158.68727	187.04666	266.73288	322.71597	314.04553
PA0074	1235.2081	1076.5848	1082.0432	881.1283	777.2872	821.7065	1302.7549	1425.2915	1547.4774
PA0075	274.64886	236.73898	242.10048	188.20306	179.54497	167.15085	289.9243	321.83395	299.8376
PA0076	271.31757	258.53372	222.16264	233.10524	201.80788	209.94035	307.84824	317.11792	336.81213
PA0077	1585.1215	1501.0603	1456.9062	1247.0348	1159.5903	1195.3689	1708.6768	1930.6293	2083.1748
PA0078	667.4145	582.7821	629.1361	478.75034	430.22565	447.89664	717.7943	729.3788	806.6507
PA0079	667.5536	569.31134	589.59314	555.88617	485.7985	516.71594	634.7899	743.0635	715.96173
PA0080	259.6223	209.82785	175.34013	192.75362	166.04626	171.07492	226.3383	279.08142	230.02971
PA0081	2304.7336	2086.1084	1999.4176	1689.8741	1593.1842	1595.5101	2111.4827	2239.384	2246.6055
PA0082	1047.7546	890.64996	866.8192	732.6601	605.5703	691.1213	809.7671	854.8421	784.7808
PA0083	1019.4533	742.0533	868.8395	704.31586	648.82104	686.3753	1015.26843	1164.4225	1206.4614
PA0084	3022.8335	2328.19	2381.9639	2173.91	1939.3711	2057.1694	3049.9736	3351.503	3532.4666
PA0085	2066.1323	1669.1171	1777.4429	1350.274	1259.417	1181.8116	2419.1943	2573.6724	2636.853
PA0086	499.12277	405.84232	427.61215	399.84943	336.8175	391.74127	556.56604	639.2829	669.64856
PA0087	203.43713	199.48625	182.40315	165.39462	164.62262	150.35123	220.79448	253.22887	236.46072
PA0088	878.88617	792.2627	775.63416	687.5944	525.3502	601.8256	911.6969	1010.6588	976.70465
PA0089	373.38586	348.94727	322.66983	266.34424	265.12244	289.98718	412.30716	412.08237	401.08972
PA0090	1534.697	1368.1027	1451.8066	1179.7567	1122.9159	1138.2382	1932.2279	2072.9326	2129.6362
PA0091	651.8146	615.5329	566.669	600.405	523.2397	572.9533	724.8117	729.17944	758.50226
PA0092	24.20067	28.153784	22.864195	24.14797	25.148102	24.118603	24.786827	20.899889	24.661922
PA0093	116.815056	114.95443	97.50724	120.5192	112.50643	142.25822	120.38308	122.56472	103.40274
PA0094	295.44986	247.35107	221.6833	215.31941	262.54617	242.191	209.20082	232.8845	184.4712
PA0095	3464.768	3075.2886	2944.0842	2462.6514	2379.177	2330.7283	2797.178	2760.9739	2837.6304
PA0096	266.43283	210.21483	240.75116	197.31152	194.24622	206.3071	286.50412	336.80084	310.71295
PA0097	374.02435	316.45844	335.4566	311.77136	261.4417	245.97011	348.69058	378.0735	376.16183
PA0098	278.67307	265.23486	272.86014	230.17456	180.45143	197.02188	268.98062	302.6967	297.1562
PA0099	197.69984	161.34923	134.94305	162.92857	151.20743	155.91179	188.49062	209.25859	197.89206
PA0100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0101	510.84772	497.50507	409.3228	447.45044	381.94064	442.96793	471.22507	592.3977	588.3677
PA0102	1262.2853	1142.3483	1053.8077	795.33466	755.52814	797.4719	1051.447	1257.1655	1320.5378
PA0103	973.99243	907.1162	932.9285	1396.9081	1140.1356	1141.5835	763.2596	884.66296	948.123
PA0104	730.7156	618.07623	666.70416	2031.1251	1482.7081	1664.4995	473.5979	518.7637	495.95493
PA0105	13033.61	11337.334	11263.805	14225.143	13561.809	14078.762	10302.386	11018.91	11577.492
PA0106	11859.258	11194.469	10047.472	12531.9375	11653.988	12178.306	8786.846	10127.8955	9817.863
PA0107	3694.734	3372.851	3522.197	3584.13	3513.5547	3496.324	3354.9578	3518.572	3738.8594
PA0108	8750.4795	8388.551	8092.006	8775.919	8251.619	8279.759	7343.089	8346.452	8243.156
PA0109	2410.708	1989.2137	2117.5994	2065.8225	2052.713	2033.2585	2067.421	2232.6655	2448.5625
PA0110	3689.7092	3636.8545	3335.9644	3718.4006	3363.6692	3717.224	3052.658	3402.0889	3401.3066
PA0111	2784.2979	2312.7434	2394.3894	2573.5315	2217.9885	2380.247	2119.5735	2251.5525	2236.4146
PA0112	3535.8928	3348.3818	3369.402	3696.4495	3191.3352	3319.5823	2734.654	3037.9275	2977.4053
PA0113	3132.3286	2850.1726	2743.0337	2977.5913	2925.5798	2908.3574	2556.8633	2692.7117	2806.7534
PA0114	2911.3699	2592.0322	2559.1453	2605.6304	2407.4397	2376.471	2369.0115	2372.7463	2433.841
PA0115	662.49335	577.1525	527.86475	573.51434	554.26416	552.718	476.89856	454.82144	424.18512
PA0116	431.21814	385.24014	363.11002	456.38184	454.61612	400.20496	412.6848	405.37512	481.03082
PA0117	118.083435	77.25127	84.672485	129.58224	123.65123	131.6416	108.80736	84.247116	104.75968
PA0118	143.826	137.91132	133.81491	182.645	164.45992	160.55916	114.514534	140.33202	135.16786
PA0119	481.47812	433.82642	407.94418	349.68704	309.0541	322.37674	527.94525	485.18967	503.61703
PA0120	395.44238	328.4388	335.21368	417.34692	386.98703	355.6218	431.00092	429.5335	494.33478
PA0121	246.15498	207.69156	214.07857	295.29553	254.74385	274.15598	260.7401	277.15637	194.62672
PA0122	62568.633	50114.71	58033.21	89757.0	86409.84	76253.1	55816.938	63868.02	63091.406
PA0123	7252.987	6388.5024	6463.264	10722.131	9977.16	10038.109	5775.287	6540.125	6991.7124
PA0124	91.48315	84.09912	65.977356	94.35193	90.60006	92.84251	83.633095	72.35476	86.06038
PA0125	114.953186	103.5657	106.368225	128.78918	108.6398	118.58314	110.05351	134.35645	124.296104
PA0126	348.05637	308.8971	276.34573	448.27026	425.3859	393.43896	284.2538	297.23535	302.56082
PA0127	290.40808	237.29617	231.62427	244.49821	257.51657	267.3145	253.81712	235.87021	251.55165
PA0128	246.04016	194.06	210.74826	311.91132	291.718	303.49243	382.70862	303.54602	312.7132
PA0129	475.63556	434.0424	409.7489	526.33154	473.682	486.34274	434.18292	465.95078	442.07297
PA0130	3578.967	2856.8691	3186.5469	3159.266	2961.656	2918.0344	3031.9292	3164.023	3188.3958
PA0131	169.40471	139.76341	161.04347	156.9618	139.82344	136.67209	113.02793	127.38981	142.05269
PA0132	225.41312	243.60333	228.47401	274.41568	273.167	275.67465	231.75763	234.93556	218.82742
PA0133	239.99686	224.57895	215.53932	286.6785	269.17245	237.58911	213.97641	208.00513	207.99559
PA0134	524.20605	507.65976	514.48553	707.3029	670.769	678.2002	475.36813	472.3819	553.6057
PA0135	5.041806	1.0054922	0.9940956	2.0123312	2.011848	1.0049417	0.99147314	2.9856987	0.0
PA0136	139.30452	128.58339	143.94438	180.29202	147.53053	143.32384	112.52999	132.36429	117.14182
PA0137	49.965927	59.702213	53.69466	70.39994	66.45014	52.310326	61.97084	54.28204	38.811768
PA0138	185.29387	161.45346	176.17809	182.68785	196.20692	163.61755	139.72458	150.66487	139.73836
PA0139	14640.728	11992.564	10056.304	11877.988	10773.573	10808.82	9315.777	11246.14	12810.797
PA0140	2798.363	2506.1033	2519.0303	1740.0345	1608.0278	1658.7357	2830.0757	2904.2126	3179.8372
PA0141	8139.1016	6875.238	7538.963	6401.6924	5968.6943	6637.0786	12208.022	11715.373	13482.665
PA0142	348.84427	287.06766	315.65714	250.78897	242.15958	275.74387	292.78058	305.86008	280.85684
PA0143	2188.376	1676.2228	1754.9579	2078.1472	1866.8737	1776.8705	1297.9194	1221.2567	1270.7734
PA0144	872.1305	776.98645	856.434	844.30273	732.27686	722.5537	577.1033	574.4432	568.5235
PA0145	336.05597	303.87384	294.08115	454.77518	383.78217	434.95312	258.78445	246.27554	236.58102
PA0146	132.9868	96.98696	98.95125	161.82445	161.57907	124.76347	88.87736	74.60908	94.97491
PA0147	552.0523	525.9982	523.05536	804.0815	615.34766	696.22296	442.0843	423.97058	410.09918
PA0148	1157.1821	1008.36865	992.05597	1344.8269	1197.8982	1218.9261	806.3454	872.4689	863.991
PA0149	206.54382	181.47493	175.81476	115.192154	117.32149	99.28475	131.30524	129.09602	117.56847
PA0150	208.15208	181.32954	195.89919	109.72527	107.53844	110.26943	142.2394	114.96476	104.28395
PA0151	207.56049	192.48291	229.6458	245.50595	212.2903	168.00554	185.10999	150.23592	140.32156
PA0152	310.3266	279.80478	280.58887	261.2348	264.0633	276.96805	280.31598	266.66895	304.1198
PA0153	117.22869	96.67091	105.6768	125.14994	94.491005	102.325836	94.970505	89.98813	82.39052
PA0154	142.3768	110.51979	117.250656	116.73784	126.21549	105.65079	97.99365	79.99206	107.50182
PA0155	233.49852	161.46948	176.65675	234.20253	217.82092	203.71211	220.45218	185.13533	177.4499
PA0156	858.9478	751.77466	859.1204	1139.8883	1023.2826	980.46844	711.9043	727.84814	828.17554
PA0157	686.62476	569.9413	637.7527	826.5093	766.6507	773.69806	488.35342	585.8077	593.36444
PA0158	3599.319	3182.5105	3348.661	4393.709	4108.2715	4013.3953	2814.9917	2881.1416	3137.1665
PA0159	780.901	714.50684	794.52545	956.1717	867.0153	804.423	625.19946	636.9655	618.57965
PA0160	149.23747	108.59316	124.26194	215.31941	193.13742	171.84506	108.070564	100.518524	97.661224
PA0161	193.60538	168.9227	134.2029	101.62271	82.48577	101.49913	140.78918	120.42318	113.444855
PA0162	486.54965	428.25165	459.34354	576.194	507.70135	488.0645	420.96564	413.83276	413.03845
PA0163	409.10318	373.9892	380.74014	534.45294	455.3935	436.28894	312.41772	349.45322	306.80045
PA0164	272.68555	276.0808	290.66876	272.60532	260.90286	251.85063	223.01816	223.77078	236.84734
PA0165	110.462265	82.95953	103.37911	146.05165	103.2377	99.41031	77.29609	77.00607	89.4635
PA0166	113.67825	81.84569	108.24385	144.74748	107.77049	112.628716	115.05336	124.93086	120.30186
PA0167	1016.1345	925.6918	885.02545	898.8828	769.9804	799.2703	694.526	701.6745	629.1525
PA0168	635.4867	534.94446	610.6103	608.7133	509.72043	547.5362	545.4403	531.9541	578.2553
PA0169	357.90854	331.76175	388.3447	394.83047	357.6862	353.45523	404.17438	375.52374	368.29495
PA0170	110.919754	83.45586	82.50993	104.6412	80.47393	88.43488	92.20701	84.5948	94.7018
PA0171	169.2416	116.118095	135.10794	145.49403	123.20311	133.37753	101.327805	101.18942	131.79163
PA0172	666.945	609.8643	666.51337	889.47797	804.4302	791.6177	535.0828	510.2986	497.78143
PA0173	367.7312	394.237	336.26666	405.46664	346.8164	309.66934	343.54434	422.30252	388.47702
PA0174	312.51382	265.98773	304.50934	281.0886	270.48294	242.07297	336.9711	279.6891	307.49307
