Gene	SRR1813212	SRR1813213	SRR1813214	SRR1813215	SRR1813216	SRR1813217	SRR1813218	SRR1813219	SRR1813220
PA0482	4383.3066	3775.5085	4002.6807	3375.6199	3046.1382	2917.542	4262.105	4664.473	4768.6924
PA0483	1208.1504	1019.7211	1154.594	1236.2847	1115.0901	1058.2474	1006.48	1066.5532	1058.7465
PA0484	2515.8616	2143.7095	2318.2307	2321.2239	2309.6016	2260.1143	2399.365	2441.3064	2689.1362
PA0485	691.8482	603.944	586.38806	558.7631	522.8622	485.6626	602.8849	561.8813	543.82404
PA0486	1227.7357	1125.9926	1142.897	1435.2429	1220.3048	1173.8298	891.55853	839.6994	813.7672
PA0487	475.91272	413.85828	466.67218	537.4976	485.0809	491.17795	416.36557	399.0704	435.8284
PA0488	359.1529	324.8629	338.80704	613.2118	498.6347	448.15	265.1139	267.72955	236.73543
PA0489	84.3765	70.967316	66.90552	99.75982	76.240746	94.51585	59.18255	68.176476	56.656223
PA0490	319.2552	307.36575	343.5187	352.49185	352.24615	304.684	312.20312	327.6319	321.72144
PA0491	179.82773	169.6629	167.75233	164.45152	147.18388	191.92303	215.67989	173.76582	167.1049
PA0492	193.60059	173.79076	161.57915	154.61148	119.64253	132.14075	143.51288	140.86948	137.16087
PA0493	46.38462	42.23067	45.728394	44.271282	40.23696	36.177906	39.658924	27.866522	26.63488
PA0494	201.44844	181.8913	184.95462	216.93234	175.65472	175.61389	160.40231	163.14545	174.57153
PA0495	202.58763	202.13853	211.74313	304.8408	289.70773	245.30638	163.16199	212.53578	216.27608
PA0496	257.6568	249.65855	235.50053	370.39178	340.68246	321.3718	203.35837	237.1523	233.72093
PA0497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0500	2332.6587	1961.0809	2023.7122	2377.9646	1997.9127	2180.2805	1972.8662	1958.8054	1918.1627
PA0501	713.54517	688.72186	658.3906	667.0932	576.13916	647.2051	730.7209	819.8786	754.8763
PA0502	660.1669	609.51855	633.1115	503.94363	469.80792	430.63004	655.9092	745.8253	736.5235
PA0503	519.06805	461.23114	457.56354	373.23615	367.8538	390.59296	520.89703	529.28455	539.376
PA0504	341.7919	359.6142	319.7264	352.5087	305.5063	317.51596	311.61197	316.5579	383.87555
PA0505	2272.8464	1878.2594	2317.2368	1978.1213	1836.8174	1695.3369	1957.1678	1741.6576	1671.092
PA0506	6701.294	6394.286	5889.9307	3811.999	3894.078	3949.838	6219.7905	6882.37	7500.095
PA0507	613.83856	547.53284	581.21826	487.48282	482.13004	390.4349	473.18085	535.4942	495.57944
PA0508	672.9978	621.1142	665.3906	656.47766	677.39746	550.3341	693.5662	712.082	835.3066
PA0509	137.93098	120.578224	84.58265	196.17575	151.28291	150.05159	115.88838	111.5835	112.90682
PA0510	83.65076	73.26448	72.39879	107.46863	95.00628	102.52403	68.74243	63.27185	75.53648
PA0511	185.73119	146.86671	131.8292	210.83426	217.03409	188.42455	149.0611	155.67001	191.21667
PA0512	68.35319	61.700893	77.39185	103.1927	76.0071	102.65301	78.11185	68.199745	68.763855
PA0513	39.326073	42.23067	34.793335	59.36377	60.35544	50.247097	39.65891	47.77117	42.4185
PA0514	84.08767	44.204548	52.87687	80.8435	62.72704	66.45254	66.917435	50.313942	57.28829
PA0515	114.25554	90.67821	117.54297	134.15198	140.26355	140.2553	102.4769	100.963554	105.4289
PA0516	368.88568	285.29263	320.7585	388.453	351.11423	340.93265	370.38165	335.0176	369.14334
PA0517	53.443142	49.269127	40.75792	50.30827	45.266586	48.237213	61.471333	49.761642	60.175095
PA0518	121.00336	110.60415	93.444984	131.80768	109.64573	119.58808	149.71243	151.2754	169.67404
PA0519	687.52545	561.2248	635.0987	821.24207	759.0662	855.6353	1050.791	963.3372	1200.5934
PA0520	774.90894	771.91895	854.8032	948.24927	859.6317	834.2693	782.257	775.9993	826.8796
PA0521	72.801735	75.06706	68.15159	72.447624	89.630745	99.40662	80.901855	69.3143	51.862297
PA0522	16.133781	21.115335	16.899624	18.110981	29.1718	25.123549	24.786829	21.895124	14.797155
PA0523	59.4933	71.38995	46.72249	49.30212	60.35545	62.306385	49.57366	48.766415	39.459087
PA0524	146.36577	149.61674	123.23582	163.17169	137.73764	128.12401	108.47961	112.86339	120.01252
PA0525	345.47308	346.76047	300.40836	277.26474	270.03336	297.92477	306.9428	293.91165	299.52515
PA0526	339.80835	276.51035	302.20505	271.66467	222.30362	326.6061	411.45114	343.35535	339.3441
PA0527	2809.6104	2042.803	1849.3015	1822.6531	1536.2444	1830.5599	2262.9097	1979.8977	1954.6267
PA0528	193.65771	145.03508	166.67635	132.20273	123.458015	152.24142	139.74529	142.47945	122.70302
PA0529	151.55809	139.15219	147.24754	141.60446	149.2172	137.4968	163.50899	163.44173	208.51222
PA0530	178.24597	136.85446	160.21935	166.40755	137.46642	138.76025	173.5193	178.49591	184.21803
PA0531	445.46277	373.15485	374.70367	319.80664	321.49243	332.54382	310.7029	345.2854	313.2484
PA0532	192.597	160.87874	238.58293	208.27625	202.19075	182.89941	162.6016	162.22296	198.28188
PA0533	623.174	558.90704	577.303	574.495	560.71326	513.1061	538.4692	577.35046	592.22266
PA0534	320.91754	308.22864	308.19876	445.35513	354.56512	309.77783	332.32812	334.65967	291.77216
PA0535	208.6836	156.5123	178.78705	256.53162	206.14804	199.18288	185.50783	171.05157	180.47218
PA0536	1558.4884	1382.8947	1342.2428	2090.6257	1872.0548	1868.206	1170.0344	1184.4418	1201.8983
PA0537	1697.2943	1368.3185	1452.4778	2317.5928	1874.6552	2029.1986	1189.1396	1177.1476	1097.2804
PA0538	536.44824	505.76257	455.29575	480.9471	379.23337	410.01627	328.1776	338.37918	276.21356
PA0539	137.52309	129.052	130.87665	181.44914	141.8046	155.26787	121.2763	108.336624	138.49268
PA0540	373.8847	389.9302	312.79477	414.1681	313.11865	384.75348	229.71396	213.4674	215.57922
PA0541	511.2392	430.35068	410.56146	432.65115	436.57104	358.76425	415.42722	419.98828	425.1716
PA0542	716.9449	498.72415	662.0676	508.1136	455.68362	502.47095	1030.1405	917.60474	956.8827
PA0543	513.982	465.76813	482.06464	391.21057	377.27838	367.6117	442.6664	472.3645	537.47
PA0544	456.25775	388.26245	391.9504	372.45474	302.5883	317.0925	367.4221	345.85132	392.22153
PA0545	807.96716	651.6081	733.63336	822.14655	766.03656	840.42725	1004.65643	1003.67224	1126.8252
PA0546	23374.256	20824.941	20642.715	28367.287	25003.504	26510.146	19383.373	18959.918	19070.213
PA0547	15344.301	13120.81	13606.223	18910.883	15864.129	17760.82	11985.133	11158.599	10974.809
PA0548	8399.857	7094.527	7321.504	8002.9624	6980.5103	7215.9907	6488.8896	6552.888	6794.1323
PA0549	1237.7225	1153.0813	1218.8575	1213.375	1131.7424	1236.4076	1110.1295	1148.4941	1222.4227
PA0550	559.76276	454.06778	552.46857	620.22925	581.447	516.3193	467.38446	431.79068	464.15683
PA0551	914.0618	810.0676	705.8015	762.7552	591.1734	692.84564	609.85297	556.73016	540.3495
PA0552	2573.8042	2232.3237	2342.6877	2584.0286	2262.8079	2293.1575	2393.4585	2244.0217	2403.2332
PA0553	878.2827	780.26196	773.4063	923.6599	860.06506	830.082	629.5854	736.47235	723.08765
PA0554	490.3374	410.60828	443.76437	506.64978	466.95975	459.05807	347.77936	412.2128	358.69025
PA0555	5188.0405	4302.481	4371.08	4761.035	4143.537	4073.6	3713.2588	3730.4106	3692.07
PA0556	604.5268	497.25616	563.85376	591.4863	570.78815	537.81085	424.97345	451.49994	444.6046
PA0557	724.49335	631.87866	625.8739	755.36163	716.35834	672.57275	529.69867	580.1044	531.0584
PA0558	1119.8662	949.6322	1059.1521	1465.9321	1278.058	1272.5503	933.9236	913.3832	933.50494
PA0559	865.1793	680.877	674.495	933.27924	872.63556	762.92596	593.9404	641.62164	670.451
PA0560	500.14722	390.13098	381.7327	447.74362	320.8898	387.90753	330.16055	346.34106	278.18652
PA0561	452.12262	432.3181	365.78085	449.9932	383.87845	428.74966	323.36694	312.23172	275.652
PA0562	313.66458	264.46948	296.9599	277.60126	277.39746	270.9284	280.6116	250.38344	255.87695
PA0563	1077.9382	850.6464	762.47125	1238.5897	949.59235	1102.4213	832.8374	823.0576	728.02
PA0564	229.55966	193.32033	212.79686	257.03418	229.07393	212.1518	175.87573	165.22997	152.08743
PA0565	1170.7075	912.98694	830.06976	915.6106	818.6006	892.38837	729.7242	801.1625	860.0066
PA0566	846.64954	719.3638	733.0227	798.98956	693.379	731.5486	589.02673	636.3659	661.0908
PA0567	1506.482	1476.054	1261.5072	1035.3315	835.9229	1024.0358	846.718	919.5952	807.9125
PA0568	512.56494	448.24423	429.80267	467.4188	430.8711	485.19754	330.97223	352.24103	354.1137
PA0569	205.8732	177.29413	196.76512	304.0557	266.2192	238.98537	150.20418	158.03406	168.63829
PA0570	124.02845	104.5712	91.45679	150.92482	132.78198	145.71657	73.36901	78.6234	83.85055
PA0571	302.7892	276.4376	289.92142	383.84564	335.60248	358.45004	232.07722	228.85278	218.02467
PA0572	2237.232	1791.5424	1836.4496	1796.9917	1816.8539	1578.7081	1205.772	1311.2987	1313.7131
PA0573	106.11376	123.95101	94.64942	129.07605	118.963425	104.74674	121.22914	106.727104	96.92479
PA0574	207.29265	186.69392	173.30287	204.40944	184.0219	176.95398	164.48148	158.65944	172.09233
PA0575	4261.7666	3697.5793	3646.4468	3920.848	3481.1343	3540.9377	3267.582	3337.3835	3330.2368
PA0576	17319.275	15191.371	15124.466	13554.8545	11723.458	12517.3	16395.812	15928.575	16816.82
PA0577	2599.4836	2223.1372	2167.1145	2438.7874	2197.0889	2318.8035	2075.5684	2190.5906	2233.1277
PA0578	723.08325	645.51227	622.69556	641.2067	484.6073	533.1559	506.60516	398.32874	427.89334
PA0579	8166.7144	6488.4414	6188.2446	5381.979	4328.491	4855.879	5377.75	4782.094	4374.039
PA0580	1789.9594	1613.1056	1677.3372	1684.3634	1405.8412	1482.6879	1417.0509	1322.6796	1269.9042
PA0581	1685.651	1388.5607	1478.4479	1473.6738	1381.8729	1339.4943	1337.6758	1365.0958	1415.0011
PA0582	398.68283	368.81702	402.47278	412.84726	396.90042	365.48114	372.4564	384.1576	366.5388
PA0583	416.92322	435.79944	399.53833	491.7118	373.6438	424.81412	404.32138	366.9665	369.6825
PA0584	965.4977	812.81647	863.2617	1010.7738	877.647	888.69995	770.92596	758.9069	768.65515
PA0585	286.64157	267.80402	283.5947	184.90422	221.38643	193.86298	254.9508	287.14752	286.9511
PA0586	11784.269	10214.947	9676.1455	6271.7935	5876.2617	5844.313	9160.125	10210.46	10280.735
PA0587	9665.797	8626.02	8221.173	5132.669	4833.3257	5019.9463	8639.879	9411.911	9898.5625
PA0588	41565.85	35707.63	32612.635	23247.238	21460.07	22834.01	33579.582	37622.25	40716.29
PA0589	534.54224	435.62204	480.46152	465.67133	418.4265	407.45355	491.34753	402.79315	468.56067
PA0590	1049.5548	886.2963	886.1462	884.5321	789.71204	744.6911	921.6966	951.8442	839.21295
PA0591	1192.6489	1022.8509	1077.3136	1115.0273	1000.0547	966.6522	1049.8297	1113.9985	1021.0116
PA0592	928.2165	801.97723	757.3842	798.29755	754.1699	727.98975	744.80975	663.283	712.5671
PA0593	1183.3091	1047.423	1160.2574	1443.2059	1343.1422	1257.2784	1098.0103	1168.973	1178.3425
PA0594	3784.4348	3614.058	3688.9395	3974.4783	3691.4272	3717.6948	3765.2993	3821.4402	4046.4976
PA0595	20101.77	16897.281	16256.523	17548.062	15185.203	16587.01	13969.114	14846.394	14407.138
PA0596	1332.5148	1192.8042	1103.5725	1298.2467	1142.421	1249.2792	1227.2284	1337.9983	1395.3989
PA0597	554.2327	561.20886	584.6665	650.47736	563.2594	636.74115	585.4827	603.7311	673.2531
PA0598	1160.893	894.4778	1200.9988	1056.2246	1060.2013	892.9405	1223.9626	1145.5339	1286.2538
PA0599	1164.843	911.4554	1049.8558	1141.5271	1098.2083	1011.80664	1004.7655	932.3628	987.05426
PA0600	889.9894	829.9339	921.1543	998.1995	885.10974	813.6506	863.1739	790.0484	776.8721
PA0601	464.38742	441.34665	404.182	469.4905	472.38535	442.5424	472.4891	461.27808	447.3878
PA0602	914.34595	769.9127	749.9248	704.82404	610.3082	593.9696	854.74384	844.6257	973.033
PA0603	861.1178	705.09576	701.93365	924.23676	811.0414	859.724	627.6895	642.187	631.15643
PA0604	1765.5012	1386.1478	1444.6915	1720.4443	1490.9019	1592.5667	1365.85	1636.3132	1644.8978
PA0605	755.4292	676.1225	647.0431	783.1014	653.72925	721.3612	555.9637	599.35016	585.2901
PA0606	426.43497	445.34537	382.60202	436.45816	469.01782	432.87024	374.60663	409.06027	441.4618
PA0607	315.65198	318.94626	291.80273	330.52585	249.31955	287.39526	258.35114	268.4368	256.26025
PA0608	919.0843	808.5036	824.73224	866.7708	774.60876	787.16327	695.80054	619.9829	533.7922
PA0609	1584.338	1354.543	1465.8735	1366.4758	1300.0374	1299.4918	1350.8883	1208.8351	1190.0468
PA0610	353.9348	343.87833	322.08694	367.2504	369.17413	304.49738	351.97293	402.0741	390.6449
PA0611	485.5438	444.8501	406.40146	462.50977	375.7518	412.35043	481.91013	475.78528	493.9107
PA0612	30.25084	28.153782	29.822866	39.240456	54.3199	38.18779	44.61629	55.733044	66.093956
PA0613	221.13142	200.81395	190.58884	242.6476	247.77876	203.63477	254.7029	270.99854	276.6602
PA0614	196.74286	164.92906	169.11272	209.885	208.1333	171.85275	236.62544	224.46669	251.90941
PA0615	983.7598	821.58746	792.2222	916.4501	807.5732	779.86774	779.16425	735.8215	790.26324
PA0616	238.48363	180.31735	231.39095	233.12434	252.88802	217.4654	246.01108	248.72232	285.20148
PA0617	124.02844	99.54373	116.30918	117.72137	114.67535	123.60784	115.01088	110.470856	114.431335
PA0618	219.19064	211.82747	246.75447	331.8451	325.01923	309.98236	320.58908	328.29083	368.92966
PA0619	128.06189	128.703	143.14975	177.08514	179.05449	154.76106	182.43106	179.14192	186.44415
PA0620	1039.0461	930.2303	877.2626	1187.4044	1109.9763	1032.4147	923.6173	962.3285	934.9311
PA0621	192.99571	157.28613	164.5879	223.11984	164.06433	198.63168	143.8553	171.33478	186.12764
PA0622	337.41504	280.95108	327.94568	434.50018	393.5169	395.53665	413.46878	352.05997	480.66974
PA0623	182.51341	170.93369	152.0966	212.30093	218.28554	192.94882	203.252	220.94171	223.93028
PA0624	97.2901	103.921074	98.788536	141.12181	121.29757	140.58997	125.81653	142.84958	135.30193
PA0625	795.25964	653.1499	827.5332	1006.9577	928.10596	900.0991	876.6689	1000.6353	1016.5013
PA0626	293.8527	243.98967	265.4237	334.3688	351.2193	283.5008	319.35962	343.68118	401.3287
PA0627	58.484955	64.3515	46.722492	157.96799	167.98932	167.82529	54.53102	43.79025	60.1751
PA0628	181.68858	149.37233	207.6953	221.589	268.1794	235.93073	260.04996	249.70056	274.60095
PA0629	103.343124	82.20917	90.72339	119.73152	110.668945	103.71287	133.16614	109.34891	113.52566
PA0630	43.292057	38.706955	49.1356	54.161747	64.24762	50.623924	67.191414	62.38146	66.81959
PA0631	46.48003	49.445965	61.855152	92.89948	97.924866	79.96491	59.701912	65.92114	78.21141
PA0632	64.535126	41.22518	41.75201	78.4809	69.40876	66.326164	57.50544	68.671074	57.215664
PA0633	193.47856	188.86327	163.28857	250.39095	251.12752	247.98915	244.4308	292.94662	266.90417
PA0634	154.27928	119.65357	126.25013	181.10979	174.02487	174.8599	192.34578	206.01321	212.09256
PA0635	131.08698	151.82933	142.15567	188.15294	179.05449	162.80058	146.73802	160.2325	164.74165
PA0636	418.644	321.80908	369.05072	507.11255	492.82956	445.8672	464.08267	529.3287	578.0723
PA0637	76.4484	64.923904	68.954605	101.421646	95.70529	100.04969	98.95009	90.19849	124.19687
PA0638	120.75354	111.43917	101.067055	175.35365	134.74712	150.2082	151.6928	170.8706	195.37498
PA0639	175.91476	138.77715	159.3617	218.45508	208.38838	183.56958	202.50157	184.13492	225.42836
PA0640	96.22627	96.14698	97.769615	132.34544	118.21555	123.38859	121.93855	127.42317	116.64039
PA0641	642.58746	645.4369	681.5457	798.77344	817.0492	758.3754	819.1217	763.85284	806.30566
PA0642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0646	590.7818	409.58908	376.564	417.5489	350.78366	351.38022	365.7545	354.28812	299.46976
PA0647	197.63881	136.74695	161.04347	136.8385	163.96562	131.64738	145.74655	134.35645	150.93098
PA0648	423.51175	357.95523	293.25818	402.4662	349.05566	347.70987	260.75742	263.73672	277.20004
PA0649	933.33417	769.15533	785.7874	931.9454	856.8713	765.0874	899.42737	816.1946	825.22675
PA0650	1443.3843	1233.4548	1292.2418	1040.2069	888.6795	969.8841	1503.8766	1495.395	1573.8431
PA0651	1427.0786	1272.605	1331.6049	1211.2391	1056.7247	1107.6881	1389.1259	1345.4532	1362.353
PA0652	3172.2798	2805.8845	2676.5537	2416.384	2023.1306	2147.0117	2602.4993	2449.9395	2450.2153
PA0653	943.8262	690.77313	837.02844	809.96326	693.08167	688.3852	768.39166	603.11115	574.12964
PA0654	666.4232	591.4877	570.38214	735.4249	611.94934	627.47473	552.2092	474.3017	496.2723
PA0655	1939.6367	1821.8469	1819.8861	1666.8445	1407.0217	1531.3435	2043.2351	1988.1553	2066.8252
PA0656	952.9014	872.7673	860.8867	921.6476	913.3791	850.1808	903.982	994.2377	1037.7738
PA0657	1331.6993	1174.0027	1255.7308	1302.0215	1224.5719	1117.9805	1202.1218	1259.6528	1284.8514
PA0658	718.05347	603.75244	612.3655	681.10815	592.9537	592.0076	596.5048	576.7268	699.52136
PA0659	1005.61	825.14575	786.34467	935.9362	779.28467	864.9133	798.6761	804.1715	837.4434
PA0660	1070.4115	982.4265	1036.0898	1142.2372	1030.6521	915.00806	960.87195	1023.7956	1011.1891
PA0661	455.7793	378.06506	376.7622	353.16406	300.7713	293.44302	326.2062	302.5508	307.78082
PA0662	1361.1838	1154.6301	1110.0754	1222.3877	1055.4849	1114.9636	1017.7821	971.96173	1027.6948
PA0663	910.7333	776.8239	821.7077	837.5982	817.8739	774.5033	803.0427	798.3997	877.94684
PA0664	637.28436	501.7406	505.00052	543.32935	481.83765	483.37704	548.2846	481.69275	522.8328
PA0665	1946.5363	1969.752	1718.9606	1857.8174	1568.3333	1524.6265	1423.7335	1478.0253	1359.3671
PA0666	2958.7688	2792.3694	2668.4424	3182.9219	2700.129	2881.5842	2592.3381	2856.9255	2971.824
PA0667	10545.482	9014.069	8869.078	10193.238	8537.918	8822.748	7851.148	7967.1377	7365.3125
PA0668	8657.306	7113.4844	4434.1836	2912.126	19250.436	9175.683	2397.2869	7173.616	4104.9863
PA0669	599.96027	485.9879	526.2926	688.7062	629.4987	575.7295	489.7027	504.95596	505.0758
PA0670	160.12157	133.70786	178.0691	177.9413	194.8843	167.93938	170.18307	176.89906	170.04683
PA0671	103.87126	77.644394	94.23233	89.115654	91.87404	67.0322	81.11082	96.10735	93.17354
PA0672	1089.9342	901.42505	824.9937	287.73965	270.8147	325.3603	492.4654	558.773	562.08105
PA0673	403.3445	330.80695	295.24637	224.3749	189.11374	172.84999	224.07292	216.96077	195.32245
PA0674	109.31716	108.86954	133.16693	62.383854	74.21424	70.86308	58.330963	80.06436	87.82748
PA0675	44.65241	44.839497	43.612793	41.389114	61.674343	32.055683	40.58041	39.095882	41.90542
PA0676	148.42424	142.94243	118.52568	175.14546	151.3063	147.00905	100.4085	75.871414	103.20076
PA0677	199.7018	182.66806	176.9676	228.67175	152.0157	197.24109	146.72913	169.94939	143.20822
PA0678	22.416498	18.909218	14.78245	23.549335	18.569118	24.072397	15.98551	17.031462	17.672045
PA0679	79.80186	89.279755	70.0647	127.750275	114.50585	118.38203	72.24784	76.184875	76.03556
PA0680	38.254803	38.241314	29.84833	55.100677	46.31201	34.19718	23.81566	27.89031	36.530804
PA0681	36.523277	33.910362	33.867073	52.32812	35.88395	47.992287	35.412094	27.026634	43.108315
PA0682	35.319824	43.52481	31.803286	70.204285	41.405598	54.640316	34.183613	45.37726	36.936672
PA0683	33.513626	31.789745	39.806087	57.2163	49.879635	50.77505	25.111898	26.169048	31.779129
PA0684	21.526533	22.933792	16.133116	43.225677	27.626204	35.70179	25.370926	15.1404915	17.557837
PA0685	157.88881	130.78876	158.6023	202.61261	180.33041	154.592	162.39511	143.98991	145.73587
PA0686	181.2988	147.11429	178.61115	196.98131	182.77673	169.43716	168.13437	156.81374	159.16426
PA0687	73.55573	78.07863	77.31187	105.42196	108.3455	104.61838	72.27208	75.80205	78.970276
PA0688	82.31187	72.82958	86.39753	89.756134	86.860756	68.87294	53.43494	56.048115	78.130424
PA0689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0690	163.63855	141.6747	151.66377	227.46263	174.92822	176.6285	116.57352	134.22182	98.26051
PA0691	12.976245	16.283722	6.032314	21.410316	15.365903	15.07337	9.816209	9.92839	8.605546
PA0692	103.47743	101.44942	131.49619	142.67346	128.34328	132.19398	86.28101	71.3019	90.05292
PA0693	140.67651	121.29479	105.25731	230.03793	198.04	198.87717	117.74925	120.58055	106.303955
PA0694	7.058529	6.0329604	12.923236	23.141802	13.077023	17.084002	6.940306	7.9618716	15.783634
PA0695	19.599188	13.915564	18.72062	26.950207	26.688337	28.42301	23.686573	17.906467	14.074763
PA0696	179.28821	185.83148	161.78632	210.48181	184.5854	164.06596	147.87361	137.50063	122.52568
PA0697	32.425465	21.941431	31.82589	54.44627	47.3287	63.18251	20.025557	27.013512	25.330997
PA0698	38.89745	39.37528	39.52623	71.63891	48.379707	74.23457	27.492058	37.378696	44.82192
PA0699	64.88545	65.65023	63.98714	87.842636	96.19707	113.61015	68.58801	64.17944	54.649586
PA0700	69.29884	59.414345	42.405254	96.31648	79.22158	76.07314	44.152576	44.439713	53.749226
PA0701	95.50305	87.873604	103.14189	124.93471	102.25765	114.99963	84.64097	92.08971	83.25174
PA0702	129.12056	102.68775	125.91135	147.54932	124.79371	142.71756	103.25093	127.60285	129.58392
PA0703	324.48297	316.80475	336.55817	408.80963	367.49814	382.4542	250.85443	276.63043	263.05963
PA0704	1446.4509	1257.0522	1180.7261	1928.5763	1702.7593	1776.9484	966.7359	1137.3328	1062.9125
PA0705	1715.7542	1542.7501	1554.3109	1923.618	1566.8478	1610.3936	1333.3336	1241.8075	1224.548
PA0706	785.08545	637.1221	623.41016	959.2966	758.96484	794.7634	503.7072	507.1838	405.11713
PA0707	65.455345	52.638283	43.890587	64.37667	50.026375	48.765797	38.400913	44.42547	48.731174
PA0708	194.8853	189.6585	162.9361	210.44841	161.24901	174.15094	173.56973	165.29633	148.09978
PA0709	88.485855	64.67409	57.776165	94.15896	83.604576	72.01476	59.11024	54.66801	60.99703
PA0710	61.52691	61.608105	86.14964	80.95753	93.108215	85.69772	63.21196	67.759796	84.39308
PA0711	86.85278	56.686497	62.84116	78.716835	73.217445	69.51863	63.16433	56.604095	71.245735
PA0712	85.71071	75.41192	58.651634	71.43775	68.40284	72.35581	59.488384	48.766415	62.148052
PA0713	72.60201	78.42839	92.45088	75.46242	76.450226	80.39535	81.3008	92.55666	82.86407
PA0714	51.930607	40.722443	32.805153	41.252777	43.75769	41.705082	39.658916	32.84268	42.911743
PA0715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0717	12.100336	11.060414	11.929147	16.098648	7.0414686	10.049418	12.889151	5.9713974	11.837724
PA0718	22.668015	20.212189	21.01191	23.678879	31.704355	26.765602	17.561775	21.512291	22.152475
PA0719	52.43479	55.302074	53.681156	67.413086	48.284363	61.30146	50.56512	51.752113	51.296803
PA0720	32.267567	34.18675	26.840569	36.221954	40.23696	32.15815	37.675972	23.885578	20.716022
PA0721	18.150503	14.076891	11.929147	25.154137	17.10071	24.118605	11.897677	23.88559	19.72954
PA0722	283.34952	172.94466	201.80139	301.84964	276.62912	232.14157	194.32872	220.94171	250.56516
PA0723	157.30437	146.80186	127.24423	246.51054	218.28552	219.07733	110.05351	108.48039	144.02563
PA0724	47.474922	46.205406	30.772	41.38833	41.290176	38.78646	19.83627	17.808676	26.92703
PA0725	21.620352	20.914946	27.067493	35.97366	36.004265	26.880968	25.867882	17.465986	17.509888
PA0726	146.21945	153.22917	154.33292	167.14029	149.7872	136.91153	109.70971	115.24218	125.39986
PA0727	129.5024	115.9068	92.36507	121.66285	129.50728	133.8322	104.30439	93.662224	90.643555
PA0728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA0729	74.61874	68.87621	67.598495	90.05181	83.4917	105.5189	52.052338	41.79978	57.215668
PA0730	3197.6663	2444.7173	2306.959	2344.6335	1898.9664	2109.768	1956.1624	1782.5767	1670.708
PA0731	524.516	422.07294	385.47894	537.93115	447.97345	520.13696	399.0361	345.48978	339.66507
PA0732	1105.1934	945.5701	881.73737	1039.8767	842.2772	896.5702	796.0259	807.0983	841.20624
PA0733	299.0225	231.22275	259.62415	215.40208	168.12057	178.22635	220.47241	184.71167	199.47899
PA0734	550.2161	475.90756	455.9495	352.87976	325.17496	317.33688	389.68	364.52078	349.42337
PA0735	378.13385	318.5126	335.90512	414.0857	355.20374	360.24103	307.28128	308.68027	297.30984
PA0736	472.27673	410.3496	421.74475	469.61072	389.38766	488.0277	314.4858	296.06516	329.2692
PA0737	71.50752	69.765465	68.96817	48.6428	64.06344	59.423485	38.871048	73.9937	51.613632
PA0738	37.30937	31.17026	40.757915	48.295944	43.254734	42.207558	30.735664	40.80455	28.607832
PA0739	222.38078	212.65614	212.50539	289.43542	261.9719	289.42715	204.43065	200.51804	219.86206
PA0740	1204.0515	757.81586	285.84308	353.59787	271.29175	305.887	232.11646	374.61954	255.46663
PA0741	362.0946	253.03207	266.66724	272.37177	220.41571	221.28459	249.92184	299.92902	274.6148
PA0742	119.55111	126.14412	100.769196	98.96321	97.92988	97.83426	107.46895	117.86504	106.9274
PA0743	1818.1465	1667.6744	1535.2163	1450.5519	1252.3262	1340.7249	2221.972	2448.954	2601.884
PA0744	1139.248	959.68823	1009.6713	1108.7354	935.91534	1043.6599	4298.6514	4095.119	4727.8687
PA0745	1203.5781	1038.7877	1089.293	1176.9233	1088.2843	1026.5519	4192.619	4327.754	4724.5825
PA0746	1031.3364	918.3814	904.1933	1000.86224	961.58624	913.22394	3448.0771	3702.9187	3920.6038
PA0747	1031.2511	870.17584	960.31287	1079.5007	991.60016	928.2988	3549.683	3733.1453	3963.1196
PA0749	337.3352	281.45703	301.07278	372.4563	323.6499	339.41132	237.4915	258.45023	244.08595
PA0750	675.10297	672.4227	615.6973	898.4856	902.1984	894.66034	570.5824	619.7688	582.91376
PA0751	415.11972	390.4281	357.64905	441.7705	393.2562	394.046	324.08527	311.64822	331.0822
PA0752	370.7836	338.85287	330.74274	371.14368	329.87714	336.19138	290.42667	305.21637	245.34483
PA0753	101.66205	86.81247	70.683075	87.992096	78.73015	96.82494	59.219208	66.4405	70.671585
PA0754	748.8304	618.4942	609.1868	719.4225	654.1841	659.5195	511.6155	582.44366	616.01337
PA0755	487.4429	390.26743	357.9992	293.52744	261.04114	292.43094	250.90231	274.991	262.93195
PA0756	442.46564	359.1611	435.46793	378.367	337.1495	325.9346	337.23856	324.52103	350.4203
